target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
1650,Apartment,Not installed,Good,1210,No,Yes,Yes,2.0,95,10,2
710,Apartment,Installed,Good,1070,No,Yes,No,1.0,55,10,1
2500,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,139,10,3
2700,Other,Hyper equipped,Renovated,1150,No,Yes,No,3.0,263,16,4
670,Other,Installed,Good,1160,No,Yes,Unknown,1.0,111,9,1
1180,Apartment,Hyper equipped,Renovated,1070,No,Yes,No,1.0,88,14,2
845,Apartment,Installed,Renovated,1150,No,Yes,Unknown,1.0,54,15,1
3200,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,3.0,180,10,2
1095,Apartment,Semi equipped,Good,1180,No,Yes,No,1.0,64,14,1
2500,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,125,10,2
1750,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,110,15,2
1900,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,125,10,2
870,Apartment,Installed,Good,1180,No,Yes,Unknown,1.0,45,10,1
765,Apartment,Installed,Good,1050,No,Yes,No,1.0,54,18,1
3500,Apartment,Hyper equipped,Good,1000,No,Yes,No,4.0,240,21,3
6500,Other,Hyper equipped,Good,1180,No,Yes,No,3.0,250,10,4
1650,Other,Hyper equipped,Good,1190,No,Yes,Yes,2.0,163,21,3
3300,Other,Hyper equipped,Renovated,1000,No,Yes,No,2.0,128,16,2
2600,Other,Hyper equipped,Renovated,1000,No,Yes,No,3.0,128,12,3
1800,Other,Installed,Good,1200,No,Yes,Unknown,2.0,155,21,3
1700,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,68,10,1
2400,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,3.0,129,10,2
1700,Other,Not installed,Renovated,1000,No,Yes,Yes,1.0,68,10,1
2150,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,115,10,1
2650,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,200,17,4
3000,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,115,12,2
886,Apartment,Hyper equipped,Renovated,1190,No,Yes,No,1.0,55,13,1
1530,Apartment,Installed,Good,1050,No,No,Unknown,1.0,101,15,2
1725,Apartment,Semi equipped,Renovated,1180,No,Yes,No,2.0,112,14,3
1550,Apartment,Hyper equipped,Good,1050,No,No,Unknown,1.0,105,16,2
2550,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,18,2
1020,Apartment,Installed,Renovated,1080,No,Yes,No,1.0,90,18,1
1895,Other,Installed,Good,1160,No,Yes,Unknown,2.0,150,17,4
1405,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,120,14,2
850,Apartment,Semi equipped,Renovated,1190,No,Yes,Unknown,1.0,90,10,1
2650,Other,Not installed,Good,1200,No,Yes,Unknown,3.0,210,14,4
1260,Other,Installed,Good,1080,No,Yes,No,2.0,130,10,2
1425,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,1.0,73,12,1
1540,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,116,10,1
1850,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,135,16,3
1130,Other,Hyper equipped,Renovated,1180,No,Yes,No,1.0,71,14,1
1800,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,150,16,4
1400,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,69,14,1
1950,Apartment,Not installed,Renovated,1150,No,Yes,No,2.0,151,14,3
1450,Apartment,Not installed,Good,1000,No,Yes,Unknown,1.0,122,10,2
2380,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,160,10,3
1350,Apartment,Hyper equipped,Good,1190,No,Yes,No,1.0,92,14,2
900,Apartment,Hyper equipped,Good,,No,Yes,Unknown,1.0,128,10,1
930,Apartment,Not installed,Good,1170,No,No,Unknown,0.0,128,10,1
1285,Other,Hyper equipped,Renovated,1040,No,Yes,Unknown,1.0,80,11,1
750,Other,Installed,Good,1050,No,Yes,No,1.0,35,10,1
880,Apartment,Installed,Good,1070,No,Yes,No,1.0,67,15,1
1775,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,2.0,130,21,3
1200,Apartment,Installed,Good,1040,No,Yes,Yes,1.0,60,12,1
570,Other,Installed,Renovated,1180,No,Yes,Unknown,1.0,50,13,1
4400,Apartment,Hyper equipped,Good,1050,No,Yes,No,4.0,220,10,3
910,Apartment,Installed,Renovated,1180,No,Yes,Unknown,1.0,75,15,1
1125,Apartment,Installed,Renovated,,No,Yes,No,2.0,95,15,2
3350,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,3.0,139,16,2
1345,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,106,12,2
2500,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,91,14,2
970,Apartment,Semi equipped,Renovated,,No,Yes,Unknown,1.0,128,10,2
1550,Apartment,Installed,Good,1030,No,No,No,0.0,102,10,2
1500,Apartment,Installed,Good,1180,No,Yes,Unknown,2.0,100,18,2
1008,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,85,18,2
1700,Apartment,Not installed,Renovated,1200,No,Yes,No,1.0,128,10,3
2200,Other,Hyper equipped,Good,1030,No,Yes,No,2.0,160,10,5
1130,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,110,12,2
1325,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,100,16,2
1800,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,128,22,2
1450,Apartment,Installed,Renovated,1200,No,Yes,No,2.0,101,11,3
1450,Apartment,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,102,10,2
1020,Apartment,Installed,Renovated,1030,No,Yes,No,1.0,65,10,1
730,Apartment,Not installed,Renovated,1030,No,Yes,Unknown,2.0,180,9,5
1050,Apartment,Not installed,Good,1080,No,No,Unknown,1.0,97,31,1
940,Apartment,Not installed,Good,1150,No,No,Unknown,1.0,48,10,1
1195,Apartment,Hyper equipped,Good,1180,No,Yes,Unknown,1.0,128,10,1
1220,Apartment,Installed,Good,1170,No,Yes,Unknown,1.0,117,10,2
2800,Other,Hyper equipped,Renovated,,No,Yes,No,1.0,200,16,4
960,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,77,10,1
950,Apartment,Not installed,Good,1180,No,Yes,No,1.0,47,10,1
2800,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,210,19,3
1575,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,97,15,2
755,Other,Installed,Good,1030,No,No,No,1.0,47,11,1
1000,Apartment,Installed,Good,1030,No,No,No,0.0,65,10,1
1000,Apartment,Installed,Good,1030,No,No,No,0.0,65,10,1
1550,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,155,17,2
800,Apartment,Not installed,Renovated,1180,No,Yes,No,1.0,56,13,1
2600,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,3.0,132,20,2
2030,Other,Hyper equipped,Renovated,1150,No,Yes,No,3.0,134,16,3
1360,Apartment,Hyper equipped,Good,1150,No,Yes,No,1.0,100,15,2
1600,Apartment,Not installed,Renovated,,No,Yes,Unknown,2.0,100,14,2
1250,Other,Hyper equipped,Renovated,1080,No,Yes,No,1.0,90,11,2
1080,Apartment,Semi equipped,Good,1170,No,Yes,No,1.0,75,14,2
2850,Other,Not installed,Renovated,1050,No,Yes,No,2.0,160,10,3
775,Other,Semi equipped,Good,1000,No,No,Yes,1.0,36,10,1
1910,Other,Hyper equipped,Renovated,1000,No,Yes,Unknown,2.0,102,17,2
1280,Apartment,Semi equipped,Good,1050,No,No,Unknown,1.0,128,20,1
2150,Other,Installed,Good,1050,No,No,No,1.0,172,19,3
700,Apartment,Not installed,Renovated,1190,No,No,Yes,1.0,60,12,1
2158,Other,Hyper equipped,Renovated,1150,No,Yes,No,3.0,177,17,3
2950,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,118,12,3
830,Other,Installed,Good,1050,No,Yes,No,1.0,54,10,1
2250,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,180,12,4
1750,Apartment,Hyper equipped,Good,1150,No,Yes,No,2.0,110,16,2
1325,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,90,10,2
1180,Other,Not installed,Good,1050,No,Yes,Unknown,1.0,85,10,1
1220,Apartment,Not installed,Renovated,1050,No,No,Unknown,1.0,80,10,1
1900,Apartment,Hyper equipped,Good,1000,No,No,Yes,1.0,90,10,2
1315,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,90,10,2
1790,Other,Hyper equipped,Renovated,1150,No,Yes,Unknown,2.0,124,15,3
1600,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,110,14,2
1050,Apartment,Installed,Good,1160,No,No,Unknown,1.0,95,10,2
985,Apartment,Installed,Good,1050,No,No,Unknown,1.0,86,10,1
930,Apartment,Not installed,Good,1030,No,Yes,Unknown,1.0,75,18,1
1100,Apartment,Not installed,Good,,No,Yes,No,2.0,100,10,2
800,Apartment,Installed,Renovated,1090,No,Yes,Unknown,1.0,60,15,1
1040,Apartment,Not installed,Good,1040,No,Yes,No,1.0,70,10,2
1700,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,100,12,3
1300,Apartment,Installed,Good,1030,No,Yes,No,1.0,84,12,2
850,Apartment,Not installed,Good,1070,No,Yes,No,1.0,60,18,1
1150,Apartment,Not installed,Renovated,1150,No,Yes,Yes,1.0,60,12,1
750,Apartment,Not installed,Good,1030,No,No,Unknown,0.0,128,10,1
1400,Apartment,Hyper equipped,Renovated,1080,No,Yes,No,1.0,95,10,2
2400,Apartment,Installed,Good,1180,No,Yes,No,2.0,110,10,2
1205,Apartment,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,124,10,1
1740,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,2.0,135,10,3
1600,Apartment,Installed,Good,1050,No,Yes,No,2.0,123,10,2
1600,Other,Hyper equipped,Renovated,1080,No,Yes,Unknown,1.0,126,14,3
1700,Apartment,Installed,Renovated,,No,Yes,Unknown,2.0,142,18,3
1350,Apartment,Not installed,Renovated,1200,No,Yes,Unknown,2.0,100,10,2
1440,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,90,20,2
3050,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,166,30,3
2150,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,170,10,3
1825,Apartment,Not installed,Renovated,1000,No,Yes,No,2.0,165,10,2
1300,Other,Hyper equipped,Good,1050,No,Yes,No,1.0,80,10,1
3550,Apartment,Installed,Good,1050,No,No,Yes,3.0,180,10,2
3100,Apartment,Not installed,Renovated,1180,No,Yes,No,3.0,180,18,3
3500,Other,Hyper equipped,Good,1150,No,Yes,No,3.0,250,17,5
995,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,40,10,1
1600,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,90,24,2
710,Apartment,Installed,Good,1080,No,Yes,Unknown,1.0,55,20,1
1450,Apartment,Hyper equipped,Renovated,1090,No,Yes,Unknown,1.0,162,16,3
1295,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,88,15,2
1195,Apartment,Hyper equipped,Good,1140,No,Yes,No,1.0,74,10,2
1350,Other,Semi equipped,Renovated,1190,No,Yes,Unknown,1.0,128,10,3
2550,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,116,13,3
1350,Apartment,Hyper equipped,Good,1000,No,Yes,No,2.0,145,13,2
1340,Other,Installed,Good,1050,No,Yes,No,2.0,121,14,2
2300,Other,Not installed,Good,1050,No,Yes,Unknown,2.0,180,10,3
1050,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,40,10,1
2250,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,2.0,110,15,3
900,Apartment,Semi equipped,Renovated,1090,No,Yes,Unknown,1.0,128,10,1
700,Apartment,Installed,Good,1180,No,No,Unknown,1.0,128,18,1
1800,Apartment,Not installed,Good,1200,No,Yes,Unknown,0.0,128,10,3
1365,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,68,15,1
1915,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,99,15,3
1565,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,86,15,2
1415,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,76,16,2
2250,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,150,13,3
2601,Other,Hyper equipped,Renovated,1140,No,Yes,No,3.0,300,25,5
6500,Other,Not installed,Renovated,1180,No,Yes,No,4.0,230,10,4
2000,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,3.0,132,17,3
900,Apartment,Semi equipped,Good,1180,No,Yes,Unknown,1.0,80,12,2
950,Apartment,Not installed,Renovated,,No,Yes,Unknown,1.0,90,10,1
1650,Apartment,Installed,Good,1050,No,Yes,No,2.0,120,18,2
2750,Apartment,Installed,Renovated,1050,No,Yes,Unknown,1.0,180,10,3
975,Apartment,Installed,Renovated,1140,No,No,Unknown,2.0,128,15,1
1250,Apartment,Hyper equipped,Renovated,1040,No,Yes,Unknown,1.0,90,16,2
1325,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,75,16,2
2200,Other,Hyper equipped,Good,1180,No,No,Yes,2.0,160,20,1
1400,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,65,10,1
1370,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,128,10,2
2100,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,132,13,3
2650,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,130,10,3
2500,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,160,50,2
2425,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,125,25,3
1400,Other,Hyper equipped,Renovated,1020,No,Yes,No,2.0,110,14,3
1000,Apartment,Not installed,Renovated,,No,Yes,Yes,1.0,55,10,1
950,Other,Not installed,Renovated,,No,Yes,No,1.0,55,10,1
1900,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,140,16,2
1650,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,168,14,2
1420,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,90,13,2
1520,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,90,14,2
900,Other,Hyper equipped,Good,1180,No,Yes,Unknown,1.0,65,10,1
1900,Apartment,Hyper equipped,Good,1200,No,Yes,No,2.0,120,15,3
1950,Apartment,Installed,Renovated,1180,No,Yes,No,1.0,100,10,2
2200,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,135,23,2
1300,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,60,14,1
1185,Apartment,Installed,Renovated,1140,No,No,Unknown,2.0,128,15,2
1050,Apartment,Semi equipped,Good,1000,No,Yes,Unknown,1.0,69,13,1
3000,Other,Hyper equipped,Good,1180,No,Yes,Yes,2.0,140,23,2
1515,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,113,14,2
1555,Other,Hyper equipped,Renovated,1060,No,Yes,Yes,2.0,100,10,1
1800,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,2.0,104,10,3
2320,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,124,14,3
2800,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,210,18,3
1010,Apartment,Installed,Good,1050,No,Yes,No,1.0,55,9,1
1250,Apartment,Semi equipped,Renovated,1000,No,Yes,Unknown,1.0,100,10,2
1320,Apartment,Not installed,Good,1180,No,No,Unknown,0.0,128,10,2
3175,Apartment,Installed,Good,1180,No,Yes,No,3.0,162,14,2
3175,Apartment,Installed,Good,1180,No,Yes,No,3.0,162,14,2
2020,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,80,19,1
1550,Apartment,Installed,Good,1050,No,No,No,1.0,100,10,2
1920,Apartment,Hyper equipped,Good,1000,No,No,Unknown,2.0,145,15,2
930,Apartment,Not installed,Renovated,1000,No,Yes,No,1.0,70,10,1
1180,Apartment,Installed,Renovated,1140,No,Yes,Yes,0.0,128,10,1
1270,Apartment,Not installed,Good,1170,No,Yes,Yes,1.0,85,13,2
1640,Apartment,Installed,Good,1050,No,No,No,1.0,95,10,2
1975,Other,Installed,Good,1050,No,No,No,2.0,135,10,2
1800,Other,Installed,Good,1050,No,No,No,2.0,110,10,2
850,Apartment,Installed,Good,1070,No,Yes,Unknown,1.0,100,14,2
1100,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,40,10,1
3000,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,197,10,3
1725,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,70,20,1
1250,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,1.0,70,14,1
1475,Apartment,Installed,Renovated,1200,No,Yes,Yes,1.0,90,16,2
1150,Apartment,Not installed,Good,1040,No,Yes,No,1.0,91,17,2
820,Apartment,Not installed,Good,,No,Yes,No,1.0,60,10,1
3340,Apartment,Hyper equipped,Good,1210,No,No,Unknown,2.0,179,40,2
1700,Other,Not installed,Renovated,1050,No,Yes,No,2.0,143,10,3
2000,Other,Hyper equipped,Good,1180,No,Yes,No,1.0,132,7,3
2500,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,176,15,2
1600,Apartment,Hyper equipped,Good,,No,Yes,Yes,1.0,60,10,1
1650,Apartment,Not installed,Renovated,1050,No,Yes,Yes,1.0,70,10,1
2750,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,3.0,145,24,3
1400,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,65,10,1
1816,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,107,16,2
2430,Other,Hyper equipped,Good,1050,No,Yes,No,2.0,173,22,3
950,Other,Installed,Good,1050,No,Yes,No,1.0,55,6,1
2125,Other,Hyper equipped,Renovated,1060,No,Yes,No,3.0,135,16,2
1800,Other,Hyper equipped,Renovated,1060,No,Yes,No,2.0,92,20,2
1450,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,107,12,2
1090,Other,Installed,Renovated,1170,No,Yes,Yes,1.0,50,10,1
1750,Other,Hyper equipped,Renovated,1200,No,Yes,No,2.0,156,15,3
950,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,73,13,1
1280,Apartment,Installed,Good,1000,No,Yes,No,1.0,67,10,1
900,Apartment,Not installed,Good,1040,No,Yes,No,1.0,70,10,2
1600,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,1.0,180,10,2
1900,Other,Not installed,Good,1190,No,Yes,Unknown,2.0,128,10,3
1720,Apartment,Hyper equipped,Renovated,1030,No,Yes,Yes,2.0,85,15,2
2940,Other,Hyper equipped,Good,1040,No,Yes,No,3.0,275,16,5
1340,Apartment,Not installed,Good,1000,No,No,No,1.0,115,10,1
1900,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,140,16,2
1350,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,94,15,3
1020,Apartment,Hyper equipped,Renovated,1070,No,Yes,Unknown,1.0,62,12,1
1350,Other,Semi equipped,Good,1170,No,Yes,No,2.0,125,17,3
1600,Apartment,Hyper equipped,Good,1050,No,No,Unknown,1.0,128,10,2
1450,Other,Not installed,Renovated,1040,No,No,Yes,2.0,110,20,2
1750,Other,Hyper equipped,Renovated,,No,No,Unknown,2.0,103,10,2
1000,Apartment,Semi equipped,Renovated,1030,No,Yes,Unknown,1.0,95,14,2
1150,Apartment,Installed,Renovated,1020,No,Yes,Unknown,1.0,85,10,2
905,Apartment,Not installed,Renovated,1020,No,Yes,Unknown,1.0,40,10,1
950,Apartment,Not installed,Good,1170,No,No,Yes,1.0,50,10,1
1495,Other,Not installed,Renovated,1150,No,Yes,No,0.0,140,10,3
2600,Other,Not installed,Good,,No,Yes,No,2.0,270,19,4
1330,Apartment,Not installed,Good,1200,No,Yes,Yes,1.0,91,15,2
1725,Other,Not installed,Good,1050,No,Yes,No,2.0,105,17,3
1000,Apartment,Not installed,Good,,No,Yes,Unknown,1.0,128,10,1
1780,Other,Not installed,Renovated,1180,No,Yes,No,2.0,142,10,2
2540,Other,Installed,Renovated,1000,No,Yes,No,3.0,234,18,4
1410,Other,Hyper equipped,Renovated,1070,No,Yes,No,1.0,104,14,2
1910,Apartment,Hyper equipped,Renovated,1200,No,Yes,Unknown,2.0,164,28,3
2420,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,119,14,2
1800,Other,Installed,Good,1200,No,Yes,Yes,2.0,104,10,3
925,Apartment,Installed,Good,1070,No,Yes,No,1.0,70,13,2
1700,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,135,20,3
1450,Other,Hyper equipped,Renovated,,No,Yes,Yes,1.0,100,10,1
1400,Apartment,Hyper equipped,Good,1190,No,Yes,Unknown,1.0,100,15,2
1405,Apartment,Installed,Renovated,1050,No,Yes,Yes,2.0,95,10,1
950,Other,Hyper equipped,Good,1140,No,Yes,No,1.0,40,10,1
1540,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,81,14,2
2000,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,113,10,2
1100,Apartment,Installed,Renovated,1050,No,Yes,Unknown,1.0,45,10,1
795,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,45,10,1
1350,Apartment,Not installed,Good,1190,No,No,Unknown,2.0,100,10,2
1400,Other,Installed,Good,1000,No,Yes,No,1.0,104,22,1
800,Apartment,Semi equipped,Good,,No,No,No,1.0,75,10,1
1700,Apartment,Installed,Good,1050,No,Yes,No,1.0,97,18,3
1415,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,90,10,2
1415,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,84,10,2
1100,Apartment,Hyper equipped,Good,1170,No,Yes,No,1.0,61,16,1
1100,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,61,16,1
2100,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,101,15,2
1750,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,70,14,2
1600,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,115,14,2
2075,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,100,17,2
1100,Apartment,Not installed,Good,,No,Yes,No,1.0,60,11,1
1600,Apartment,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,128,19,2
1650,Apartment,Not installed,Good,1000,No,Yes,No,1.0,95,15,3
845,Apartment,Hyper equipped,Renovated,1030,No,Yes,Unknown,1.0,104,15,1
2850,Other,Installed,Good,1050,No,Yes,Yes,1.0,155,10,3
1800,Other,Installed,Good,1050,No,Yes,Yes,1.0,130,10,3
2550,Other,Hyper equipped,Good,1050,No,Yes,Unknown,2.0,213,10,2
1950,Apartment,Installed,Renovated,,No,Yes,No,2.0,145,10,2
3870,Other,Hyper equipped,Renovated,1060,No,Yes,No,3.0,161,15,3
1325,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,75,16,1
1195,Apartment,Installed,Good,1040,No,Yes,No,2.0,88,10,1
2500,Apartment,Not installed,Good,,No,No,Unknown,2.0,140,10,3
1374,Apartment,Hyper equipped,Renovated,1081,No,Yes,Yes,0.0,128,10,2
6000,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,235,22,3
1700,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,110,18,2
1250,Apartment,Hyper equipped,Renovated,1060,No,Yes,Yes,1.0,70,11,1
2500,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,100,14,2
3000,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,197,25,3
1140,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,1.0,69,16,1
1400,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,69,10,1
955,Apartment,Not installed,Renovated,1000,No,Yes,Unknown,1.0,60,9,1
1600,Apartment,Installed,Good,1050,No,No,Unknown,1.0,110,10,2
2220,Other,Installed,Renovated,1050,No,Yes,No,2.0,113,10,3
2000,Other,Hyper equipped,Good,1180,No,No,No,1.0,140,10,3
1245,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,75,14,1
1100,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,80,16,1
1500,Apartment,Semi equipped,Good,1040,No,No,Unknown,1.0,128,15,2
1785,Other,Not installed,Good,1050,No,No,Unknown,2.0,129,33,2
2005,Apartment,Not installed,Renovated,1180,No,Yes,No,1.0,70,15,1
1550,Apartment,Semi equipped,Renovated,1050,No,Yes,No,1.0,124,17,2
1950,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,103,17,2
2750,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,226,21,3
1555,Apartment,Hyper equipped,Renovated,1060,No,Yes,Yes,2.0,100,10,1
2800,Other,Hyper equipped,Renovated,1160,No,Yes,Yes,3.0,180,18,2
1695,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,130,16,3
1750,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,70,14,2
2000,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,175,10,4
2100,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,150,14,3
1650,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,168,13,2
950,Apartment,Installed,Good,1180,No,Yes,No,1.0,52,10,1
735,Apartment,Installed,Good,,No,Yes,Unknown,1.0,71,10,2
2220,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,130,15,2
1600,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,105,10,2
1500,Apartment,Installed,Renovated,1060,No,Yes,Yes,1.0,120,23,2
1450,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,96,14,2
1430,Other,Installed,Good,1060,No,Yes,Unknown,2.0,128,14,2
1250,Apartment,Semi equipped,Renovated,1000,No,Yes,Unknown,1.0,100,10,2
1025,Apartment,Hyper equipped,Renovated,1082,No,Yes,No,1.0,84,14,1
1380,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,100,14,2
1020,Other,Installed,Good,1000,No,No,Unknown,1.0,72,10,1
1350,Other,Not installed,Good,1180,No,No,Unknown,1.0,128,15,2
1325,Apartment,Installed,Renovated,1150,No,Yes,No,2.0,113,16,2
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,60,11,1
2250,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,2.0,134,10,2
4900,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,200,30,3
4200,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,220,14,3
1700,Apartment,Not installed,Good,1000,No,No,Yes,2.0,80,10,1
1480,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,10,2
2050,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,15,1
1685,Other,Hyper equipped,Renovated,1160,No,Yes,Yes,2.0,86,12,2
1900,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,125,15,2
1550,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,100,14,3
1295,Apartment,Installed,Renovated,1200,No,Yes,No,1.0,88,10,2
1250,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,80,15,1
