target,listing_type,kitchen_type,building_condition,postcode,double_glazing,bathroom,m2,number_bedrooms
950,Apartment,Not installed,Renovated,,Yes,1.0,90,1
1650,Apartment,Installed,Good,1050,Yes,2.0,120,2
2750,Apartment,Installed,Renovated,1050,Yes,1.0,180,3
975,Apartment,Installed,Renovated,1140,No,2.0,128,1
1250,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,90,2
1325,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,75,2
2200,Other,Hyper equipped,Good,1180,No,2.0,160,1
1400,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,65,1
1370,Apartment,Hyper equipped,Good,1180,No,1.0,128,2
2100,Other,Hyper equipped,Renovated,1180,Yes,2.0,132,3
2650,Other,Hyper equipped,Renovated,1050,Yes,3.0,130,3
2500,Other,Hyper equipped,Renovated,1180,Yes,2.0,160,2
2425,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,125,3
1400,Other,Hyper equipped,Renovated,1020,Yes,2.0,110,3
1000,Apartment,Not installed,Renovated,,Yes,1.0,55,1
950,Other,Not installed,Renovated,,Yes,1.0,55,1
1900,Other,Hyper equipped,Renovated,1050,Yes,1.0,140,2
1650,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,168,2
1420,Apartment,Hyper equipped,Renovated,,Yes,2.0,90,2
1520,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,90,2
900,Other,Hyper equipped,Good,1180,Yes,1.0,65,1
1900,Apartment,Hyper equipped,Good,1200,Yes,2.0,120,3
1950,Apartment,Installed,Renovated,1180,Yes,1.0,100,2
2200,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,135,2
1300,Other,Hyper equipped,Renovated,1200,Yes,1.0,60,1
1185,Apartment,Installed,Renovated,1140,No,2.0,128,2
1050,Apartment,Semi equipped,Good,1000,Yes,1.0,69,1
3000,Other,Hyper equipped,Good,1180,Yes,2.0,140,2
1515,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,113,2
1555,Other,Hyper equipped,Renovated,1060,Yes,2.0,100,1
1800,Other,Hyper equipped,Renovated,1200,Yes,2.0,104,3
2320,Apartment,Hyper equipped,Renovated,,Yes,2.0,124,3
2800,Other,Hyper equipped,Renovated,1180,Yes,2.0,210,3
1010,Apartment,Installed,Good,1050,Yes,1.0,55,1
1250,Apartment,Semi equipped,Renovated,1000,Yes,1.0,100,2
1320,Apartment,Not installed,Good,1180,No,0.0,128,2
3175,Apartment,Installed,Good,1180,Yes,3.0,162,2
3175,Apartment,Installed,Good,1180,Yes,3.0,162,2
2020,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,80,1
1550,Apartment,Installed,Good,1050,No,1.0,100,2
1920,Apartment,Hyper equipped,Good,1000,No,2.0,145,2
930,Apartment,Not installed,Renovated,1000,Yes,1.0,70,1
1180,Apartment,Installed,Renovated,1140,Yes,0.0,128,1
1270,Apartment,Not installed,Good,1170,Yes,1.0,85,2
1640,Apartment,Installed,Good,1050,No,1.0,95,2
1975,Other,Installed,Good,1050,No,2.0,135,2
1800,Other,Installed,Good,1050,No,2.0,110,2
850,Apartment,Installed,Good,1070,Yes,1.0,100,2
1100,Other,Hyper equipped,Renovated,1050,Yes,1.0,40,1
3000,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,197,3
1725,Other,Hyper equipped,Renovated,1000,Yes,2.0,70,1
1250,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,70,1
1475,Apartment,Installed,Renovated,1200,Yes,1.0,90,2
1150,Apartment,Not installed,Good,1040,Yes,1.0,91,2
820,Apartment,Not installed,Good,,Yes,1.0,60,1
3340,Apartment,Hyper equipped,Good,1210,No,2.0,179,2
1700,Other,Not installed,Renovated,1050,Yes,2.0,143,3
2000,Other,Hyper equipped,Good,1180,Yes,1.0,132,3
2500,Other,Hyper equipped,Good,1180,Yes,2.0,176,2
1600,Apartment,Hyper equipped,Good,,Yes,1.0,60,1
1650,Apartment,Not installed,Renovated,1050,Yes,1.0,70,1
2750,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,145,3
1400,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,65,1
1816,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,107,2
2430,Other,Hyper equipped,Good,1050,Yes,2.0,173,3
950,Other,Installed,Good,1050,Yes,1.0,55,1
2125,Other,Hyper equipped,Renovated,1060,Yes,3.0,135,2
1800,Other,Hyper equipped,Renovated,1060,Yes,2.0,92,2
1450,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,107,2
1090,Other,Installed,Renovated,1170,Yes,1.0,50,1
1750,Other,Hyper equipped,Renovated,1200,Yes,2.0,156,3
950,Apartment,Hyper equipped,Renovated,,Yes,1.0,73,1
1280,Apartment,Installed,Good,1000,Yes,1.0,67,1
900,Apartment,Not installed,Good,1040,Yes,1.0,70,2
1600,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,180,2
1900,Other,Not installed,Good,1190,Yes,2.0,128,3
1720,Apartment,Hyper equipped,Renovated,1030,Yes,2.0,85,2
2940,Other,Hyper equipped,Good,1040,Yes,3.0,275,5
1340,Apartment,Not installed,Good,1000,No,1.0,115,1
1900,Other,Hyper equipped,Renovated,1050,Yes,1.0,140,2
1350,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,94,3
1020,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,62,1
1350,Other,Semi equipped,Good,1170,Yes,2.0,125,3
1600,Apartment,Hyper equipped,Good,1050,No,1.0,128,2
1450,Other,Not installed,Renovated,1040,No,2.0,110,2
1750,Other,Hyper equipped,Renovated,,No,2.0,103,2
1000,Apartment,Semi equipped,Renovated,1030,Yes,1.0,95,2
1150,Apartment,Installed,Renovated,1020,Yes,1.0,85,2
905,Apartment,Not installed,Renovated,1020,Yes,1.0,40,1
950,Apartment,Not installed,Good,1170,No,1.0,50,1
1495,Other,Not installed,Renovated,1150,Yes,0.0,140,3
2600,Other,Not installed,Good,,Yes,2.0,270,4
1330,Apartment,Not installed,Good,1200,Yes,1.0,91,2
1725,Other,Not installed,Good,1050,Yes,2.0,105,3
1000,Apartment,Not installed,Good,,Yes,1.0,128,1
1780,Other,Not installed,Renovated,1180,Yes,2.0,142,2
2540,Other,Installed,Renovated,1000,Yes,3.0,234,4
1410,Other,Hyper equipped,Renovated,1070,Yes,1.0,104,2
1910,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,164,3
2420,Other,Hyper equipped,Renovated,1050,Yes,2.0,119,2
1800,Other,Installed,Good,1200,Yes,2.0,104,3
925,Apartment,Installed,Good,1070,Yes,1.0,70,2
1700,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,135,3
1450,Other,Hyper equipped,Renovated,,Yes,1.0,100,1
1400,Apartment,Hyper equipped,Good,1190,Yes,1.0,100,2
1405,Apartment,Installed,Renovated,1050,Yes,2.0,95,1
950,Other,Hyper equipped,Good,1140,Yes,1.0,40,1
1540,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,81,2
2000,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,113,2
1100,Apartment,Installed,Renovated,1050,Yes,1.0,45,1
795,Other,Hyper equipped,Renovated,1200,Yes,1.0,45,1
1350,Apartment,Not installed,Good,1190,No,2.0,100,2
1400,Other,Installed,Good,1000,Yes,1.0,104,1
800,Apartment,Semi equipped,Good,,No,1.0,75,1
1700,Apartment,Installed,Good,1050,Yes,1.0,97,3
1415,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,90,2
1415,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,84,2
1100,Apartment,Hyper equipped,Good,1170,Yes,1.0,61,1
1100,Apartment,Hyper equipped,Good,1000,Yes,1.0,61,1
2100,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,101,2
1750,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,70,2
1600,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,115,2
2075,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,100,2
1100,Apartment,Not installed,Good,,Yes,1.0,60,1
1600,Apartment,Hyper equipped,Renovated,1180,No,1.0,128,2
1650,Apartment,Not installed,Good,1000,Yes,1.0,95,3
845,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,104,1
2850,Other,Installed,Good,1050,Yes,1.0,155,3
1800,Other,Installed,Good,1050,Yes,1.0,130,3
2550,Other,Hyper equipped,Good,1050,Yes,2.0,213,2
1950,Apartment,Installed,Renovated,,Yes,2.0,145,2
3870,Other,Hyper equipped,Renovated,1060,Yes,3.0,161,3
1325,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,75,1
1195,Apartment,Installed,Good,1040,Yes,2.0,88,1
2500,Apartment,Not installed,Good,,No,2.0,140,3
1374,Apartment,Hyper equipped,Renovated,1081,Yes,0.0,128,2
6000,Other,Hyper equipped,Renovated,1050,Yes,3.0,235,3
1700,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,110,2
1250,Apartment,Hyper equipped,Renovated,1060,Yes,1.0,70,1
2500,Other,Hyper equipped,Renovated,1200,Yes,1.0,100,2
3000,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,197,3
1140,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,69,1
1400,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,69,1
955,Apartment,Not installed,Renovated,1000,Yes,1.0,60,1
1600,Apartment,Installed,Good,1050,No,1.0,110,2
2220,Other,Installed,Renovated,1050,Yes,2.0,113,3
2000,Other,Hyper equipped,Good,1180,No,1.0,140,3
1245,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,75,1
1100,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,80,1
1500,Apartment,Semi equipped,Good,1040,No,1.0,128,2
1785,Other,Not installed,Good,1050,No,2.0,129,2
2005,Apartment,Not installed,Renovated,1180,Yes,1.0,70,1
1550,Apartment,Semi equipped,Renovated,1050,Yes,1.0,124,2
1950,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,103,2
2750,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,226,3
1555,Apartment,Hyper equipped,Renovated,1060,Yes,2.0,100,1
2800,Other,Hyper equipped,Renovated,1160,Yes,3.0,180,2
1695,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,130,3
1750,Other,Hyper equipped,Renovated,1180,Yes,1.0,70,2
2000,Other,Hyper equipped,Good,1180,Yes,2.0,175,4
2100,Other,Hyper equipped,Good,1180,Yes,2.0,150,3
1650,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,168,2
950,Apartment,Installed,Good,1180,Yes,1.0,52,1
735,Apartment,Installed,Good,,Yes,1.0,71,2
2220,Other,Hyper equipped,Renovated,1180,Yes,2.0,130,2
1600,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,105,2
1500,Apartment,Installed,Renovated,1060,Yes,1.0,120,2
1450,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,96,2
1430,Other,Installed,Good,1060,Yes,2.0,128,2
1250,Apartment,Semi equipped,Renovated,1000,Yes,1.0,100,2
1025,Apartment,Hyper equipped,Renovated,1082,Yes,1.0,84,1
1380,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,100,2
1020,Other,Installed,Good,1000,No,1.0,72,1
1350,Other,Not installed,Good,1180,No,1.0,128,2
1325,Apartment,Installed,Renovated,1150,Yes,2.0,113,2
1400,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,60,1
2250,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,134,2
4900,Other,Hyper equipped,Renovated,1050,Yes,4.0,200,3
4200,Other,Hyper equipped,Renovated,1050,Yes,2.0,220,3
1700,Apartment,Not installed,Good,1000,No,2.0,80,1
1480,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,100,2
2050,Other,Hyper equipped,Renovated,1050,Yes,1.0,100,1
1685,Other,Hyper equipped,Renovated,1160,Yes,2.0,86,2
1900,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,125,2
1550,Other,Hyper equipped,Renovated,1200,Yes,1.0,100,3
1295,Apartment,Installed,Renovated,1200,Yes,1.0,88,2
1250,Apartment,Hyper equipped,Good,1000,Yes,1.0,80,1
925,Apartment,Not installed,Good,1030,No,1.0,72,1
1350,Apartment,Installed,Renovated,1170,Yes,1.0,77,2
1650,Apartment,Not installed,Good,1000,Yes,1.0,95,2
2150,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,140,3
1050,Apartment,Hyper equipped,Good,1030,Yes,1.0,75,1
1200,Other,Installed,Renovated,1200,Yes,2.0,100,1
1420,Apartment,Not installed,Renovated,1000,No,1.0,92,2
1200,Apartment,Not installed,Good,1000,Yes,1.0,130,3
1200,Apartment,Hyper equipped,Good,1020,Yes,1.0,104,2
1195,Apartment,Installed,Renovated,1000,Yes,1.0,68,1
1300,Apartment,Not installed,Good,1050,No,2.0,205,2
1600,Other,Installed,Good,1180,No,1.0,150,3
2540,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,150,2
2250,Other,Installed,Good,1050,No,2.0,135,2
1025,Other,Installed,Good,,Yes,1.0,70,1
2000,Apartment,Hyper equipped,Good,1000,Yes,1.0,61,1
1150,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,88,2
1100,Apartment,Semi equipped,Good,1140,No,0.0,94,2
1400,Apartment,Installed,Renovated,1080,Yes,1.0,92,2
1370,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,90,2
1300,Apartment,Installed,Good,1000,Yes,1.0,90,1
1950,Apartment,Installed,Renovated,1050,Yes,2.0,120,3
1400,Apartment,Not installed,Good,1080,No,1.0,128,2
1520,Other,Not installed,Renovated,,Yes,2.0,95,3
715,Other,Installed,Renovated,1150,Yes,1.0,40,1
1900,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,128,1
1740,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,100,2
1650,Apartment,Hyper equipped,Good,1180,No,1.0,104,2
2700,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,170,4
1500,Other,Not installed,Renovated,,Yes,2.0,125,3
775,Other,Installed,Renovated,1070,Yes,1.0,45,1
1737,Other,Installed,Good,1000,Yes,1.0,199,3
1075,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,85,2
2300,Apartment,Hyper equipped,Renovated,,Yes,3.0,220,4
2380,Apartment,Not installed,Renovated,1180,Yes,3.0,176,3
1451,Apartment,Hyper equipped,Good,1050,Yes,1.0,90,2
1610,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,135,2
1125,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,75,2
855,Other,Semi equipped,Good,1140,Yes,1.0,56,1
1850,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,65,1
2275,Other,Hyper equipped,Renovated,1000,Yes,1.0,112,2
1150,Apartment,Hyper equipped,Good,1200,Yes,1.0,65,1
1700,Other,Hyper equipped,Renovated,1180,Yes,2.0,115,2
1225,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,50,1
2035,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,135,3
730,Apartment,Not installed,Good,1210,Yes,2.0,128,1
3290,Other,Not installed,Renovated,1050,Yes,4.0,220,4
1550,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,110,2
1380,Other,Not installed,Renovated,,Yes,1.0,100,1
775,Apartment,Semi equipped,Renovated,1050,Yes,1.0,50,1
1250,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,73,2
1150,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,72,1
1690,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,100,2
1450,Apartment,Hyper equipped,Good,1050,Yes,1.0,108,2
2800,Apartment,Hyper equipped,Good,1050,Yes,2.0,110,3
1450,Apartment,Hyper equipped,Renovated,1020,Yes,2.0,119,2
990,Apartment,Semi equipped,Good,1200,Yes,1.0,116,1
1650,Apartment,Hyper equipped,Renovated,1050,No,1.0,102,2
1400,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,60,1
1500,Apartment,Hyper equipped,Good,1180,Yes,2.0,105,2
965,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,75,1
1720,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,130,2
1195,Apartment,Hyper equipped,Good,1060,No,1.0,90,1
1700,Apartment,Hyper equipped,Renovated,1200,No,1.0,130,2
1300,Apartment,Not installed,Good,1210,Yes,1.0,165,2
1250,Apartment,Not installed,Good,,No,1.0,120,2
1100,Apartment,Installed,Good,1050,No,1.0,70,1
2200,Apartment,Not installed,Renovated,1180,Yes,2.0,140,3
2125,Apartment,Hyper equipped,Good,1180,No,1.0,89,2
2700,Other,Hyper equipped,Renovated,,No,2.0,140,2
3950,Other,Hyper equipped,Renovated,1050,Yes,3.0,260,5
1500,Other,Installed,Good,1081,Yes,1.0,134,4
1750,Other,Hyper equipped,Good,,Yes,3.0,180,3
1450,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,85,2
1005,Apartment,Not installed,Good,1080,Yes,1.0,79,2
1300,Apartment,Not installed,Renovated,1070,No,1.0,128,3
1380,Apartment,Installed,Renovated,1200,No,1.0,85,2
985,Apartment,Installed,Good,1070,No,1.0,103,2
1800,Other,Hyper equipped,Good,1020,Yes,2.0,165,3
1380,Other,Hyper equipped,Renovated,1050,Yes,1.0,36,1
1950,Other,Hyper equipped,Renovated,1050,Yes,1.0,52,1
1900,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,62,1
2750,Other,Hyper equipped,Renovated,1050,Yes,2.0,102,2
2450,Other,Hyper equipped,Renovated,1050,Yes,2.0,79,1
2500,Other,Hyper equipped,Renovated,1060,No,1.0,110,3
1350,Apartment,Installed,Good,1180,No,1.0,100,2
4850,Apartment,Not installed,Good,1050,Yes,2.0,240,3
1650,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,100,2
1375,Apartment,Installed,Renovated,1000,Yes,1.0,98,2
1360,Apartment,Hyper equipped,Renovated,1030,Yes,2.0,100,2
1090,Apartment,Installed,Renovated,1040,Yes,1.0,128,1
1950,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,150,3
1300,Apartment,Hyper equipped,Good,1140,Yes,1.0,85,2
2450,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,102,2
1650,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,84,2
1550,Apartment,Installed,Good,1150,No,1.0,140,3
2250,Apartment,Not installed,Good,1050,Yes,2.0,133,2
3050,Other,Installed,Renovated,1160,Yes,2.0,151,3
1200,Apartment,Installed,Good,1160,Yes,1.0,72,1
2250,Other,Hyper equipped,Renovated,1050,Yes,2.0,133,2
1300,Apartment,Installed,Renovated,1090,Yes,1.0,96,2
975,Apartment,Hyper equipped,Good,1040,Yes,1.0,66,1
3650,Other,Not installed,Renovated,1050,Yes,3.0,200,3
2950,Apartment,Semi equipped,Renovated,1050,Yes,2.0,118,3
2880,Apartment,Hyper equipped,Renovated,1150,Yes,3.0,256,4
1550,Other,Installed,Good,1000,Yes,2.0,102,3
970,Apartment,Semi equipped,Good,1040,Yes,1.0,65,2
1235,Other,Hyper equipped,Good,1030,Yes,2.0,141,2
1100,Other,Hyper equipped,Good,1060,Yes,1.0,45,1
1350,Apartment,Not installed,Renovated,1040,Yes,1.0,40,1
1375,Apartment,Hyper equipped,Good,1040,Yes,1.0,75,1
860,Apartment,Hyper equipped,Good,1020,Yes,1.0,60,1
1950,Other,Hyper equipped,Good,1180,Yes,2.0,132,2
2570,Other,Hyper equipped,Renovated,1180,Yes,2.0,220,3
3000,Apartment,Not installed,Renovated,,No,1.0,119,1
3600,Other,Installed,Renovated,,No,3.0,270,4
2950,Other,Not installed,Renovated,1160,Yes,3.0,240,4
3630,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,180,2
3630,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,200,2
1800,Apartment,Hyper equipped,Good,,Yes,2.0,110,3
1625,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,110,2
1380,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
2175,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,100,2
825,Other,Hyper equipped,Good,1040,Yes,1.0,45,1
1400,Apartment,Hyper equipped,Good,1040,Yes,1.0,85,2
1000,Apartment,Not installed,Renovated,1000,Yes,1.0,85,2
1350,Apartment,Hyper equipped,Good,1083,Yes,2.0,125,3
1650,Apartment,Hyper equipped,Renovated,1170,Yes,2.0,120,3
1815,Other,Installed,Renovated,1030,Yes,2.0,170,3
1130,Apartment,Hyper equipped,Good,1000,Yes,1.0,100,1
1850,Other,Not installed,Good,1040,Yes,2.0,175,3
1400,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,120,2
1430,Apartment,Hyper equipped,Good,,Yes,2.0,77,2
1499,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,128,1
1600,Other,Not installed,Renovated,1000,Yes,2.0,100,2
1700,Apartment,Hyper equipped,Good,1150,Yes,1.0,96,1
2350,Apartment,Not installed,Renovated,1050,Yes,1.0,130,2
3630,Apartment,Not installed,Renovated,1050,Yes,2.0,200,2
3630,Apartment,Not installed,Renovated,1050,Yes,2.0,180,2
650,Other,Hyper equipped,Renovated,,No,2.0,200,4
3500,Other,Hyper equipped,Renovated,1030,Yes,4.0,250,4
1965,Other,Hyper equipped,Good,1040,Yes,2.0,136,2
1650,Other,Hyper equipped,Good,1000,Yes,1.0,130,2
2155,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,101,2
2300,Other,Hyper equipped,Renovated,1050,Yes,2.0,125,2
3110,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,165,3
675,Apartment,Not installed,Good,,No,0.0,128,1
1350,Apartment,Not installed,Renovated,,No,1.0,75,2
1500,Other,Installed,Good,1200,Yes,2.0,180,3
4850,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,200,3
1800,Apartment,Installed,Renovated,1050,Yes,1.0,60,1
901,Apartment,Installed,Good,1180,Yes,1.0,40,1
1400,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,106,2
1510,Apartment,Installed,Renovated,1150,Yes,2.0,114,2
2600,Apartment,Hyper equipped,Renovated,1150,Yes,3.0,200,4
1750,Other,Installed,Good,1090,Yes,1.0,134,2
1800,Apartment,Hyper equipped,Good,1000,Yes,2.0,119,3
2510,Apartment,Hyper equipped,Renovated,1000,Yes,3.0,150,2
1850,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,133,2
2220,Other,Installed,Renovated,1000,Yes,2.0,113,3
1245,Apartment,Installed,Renovated,1200,Yes,1.0,98,2
1750,Apartment,Hyper equipped,Good,1040,Yes,1.0,128,1
1410,Apartment,Installed,Good,1140,Yes,1.0,100,2
1185,Apartment,Installed,Renovated,1200,Yes,1.0,70,1
1850,Apartment,Installed,Good,1000,Yes,1.0,155,2
1250,Other,Not installed,Good,1050,Yes,1.0,128,1
2450,Other,Installed,Renovated,1180,Yes,2.0,210,4
3000,Other,Hyper equipped,Renovated,1050,Yes,2.0,140,2
3000,Other,Hyper equipped,Renovated,1050,Yes,3.0,250,3
985,Apartment,Not installed,Good,1160,Yes,1.0,72,2
2000,Other,Hyper equipped,Renovated,1180,Yes,2.0,220,3
2300,Other,Hyper equipped,Good,1150,Yes,3.0,220,4
850,Other,Hyper equipped,Renovated,1150,Yes,1.0,40,1
2685,Apartment,Hyper equipped,Good,1150,Yes,3.0,198,4
1700,Apartment,Hyper equipped,Good,1050,Yes,1.0,85,1
870,Apartment,Semi equipped,Good,1040,Yes,1.0,50,1
3250,Apartment,Installed,Renovated,1050,Yes,2.0,240,3
3000,Apartment,Installed,Renovated,1050,Yes,2.0,240,3
1165,Apartment,Hyper equipped,Good,1070,Yes,1.0,114,2
1105,Apartment,Hyper equipped,Good,1070,Yes,1.0,76,2
2900,Apartment,Installed,Good,1050,Yes,2.0,160,3
860,Other,Installed,Good,1080,No,1.0,53,1
1200,Apartment,Installed,Renovated,1080,Yes,1.0,107,2
1060,Apartment,Semi equipped,Good,1150,Yes,1.0,70,2
1950,Other,Hyper equipped,Good,1180,Yes,2.0,180,3
1690,Other,Hyper equipped,Good,1180,Yes,2.0,145,4
750,Apartment,Not installed,No renovated,,Yes,1.0,55,1
1450,Apartment,Not installed,Renovated,1030,Yes,1.0,95,2
1280,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,110,1
1280,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,110,1
920,Apartment,Installed,Good,1000,Yes,1.0,56,1
1929,Other,Hyper equipped,Renovated,1180,Yes,2.0,130,3
1015,Apartment,Installed,Good,1140,Yes,1.0,65,1
2120,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,128,3
1300,Other,Hyper equipped,Good,,No,2.0,110,2
1375,Apartment,Installed,Good,1030,Yes,2.0,100,2
1370,Other,Not installed,Renovated,,Yes,1.0,108,2
1650,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,94,2
900,Other,Not installed,Good,1050,No,1.0,43,1
4200,Apartment,Hyper equipped,Renovated,,Yes,2.0,220,3
4200,Apartment,Hyper equipped,Renovated,,Yes,2.0,220,3
1420,Apartment,Installed,Renovated,1050,Yes,1.0,102,1
1450,Apartment,Installed,Good,1050,Yes,1.0,90,2
1600,Apartment,Not installed,Good,1050,Yes,1.0,128,1
1350,Apartment,Hyper equipped,Good,1180,Yes,2.0,85,2
1320,Apartment,Not installed,Good,1040,Yes,0.0,124,2
720,Other,Not installed,Good,1060,No,1.0,128,1
1400,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,111,2
1155,Apartment,Installed,Renovated,1150,Yes,1.0,70,2
2201,Other,Hyper equipped,Renovated,,Yes,3.0,130,3
2900,Other,Hyper equipped,Renovated,,Yes,3.0,247,4
1430,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,98,1
5550,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,270,3
1650,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,84,2
1250,Apartment,Installed,Renovated,1050,Yes,1.0,80,1
1275,Apartment,Installed,Renovated,1040,Yes,1.0,62,1
1225,Other,Hyper equipped,Renovated,1080,Yes,1.0,85,2
1750,Other,Not installed,Good,1090,Yes,2.0,147,3
1670,Apartment,Hyper equipped,Good,1000,Yes,1.0,95,2
1550,Other,Installed,Good,1090,Yes,2.0,100,3
3000,Apartment,Hyper equipped,Renovated,1040,Yes,3.0,250,3
2500,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,120,2
1600,Apartment,Not installed,Renovated,1060,Yes,2.0,120,2
2000,Other,Not installed,Renovated,1050,Yes,2.0,170,3
2100,Apartment,Not installed,Good,1050,Yes,0.0,128,2
2685,Apartment,Hyper equipped,Good,1000,Yes,1.0,128,2
1450,Apartment,Hyper equipped,Renovated,1082,Yes,2.0,122,3
1380,Apartment,Installed,Renovated,1200,Yes,2.0,106,2
1800,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,133,2
1300,Other,Installed,Renovated,1050,Yes,1.0,38,1
2350,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,1
1590,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,107,3
1310,Apartment,Installed,Renovated,1030,Yes,1.0,108,2
2250,Other,Hyper equipped,Good,1050,Yes,1.0,80,3
1750,Apartment,Installed,Good,1050,Yes,2.0,85,2
1260,Apartment,Installed,Good,1180,Yes,1.0,70,2
1260,Apartment,Installed,Good,1190,Yes,1.0,90,2
965,Other,Hyper equipped,Renovated,1030,Yes,1.0,65,1
965,Other,Hyper equipped,Renovated,1040,Yes,1.0,65,1
1680,Apartment,Installed,Renovated,,Yes,2.0,125,3
2400,Apartment,Not installed,Renovated,1050,Yes,1.0,153,2
