target,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms,Municipality
1500,Hyper equipped,Good,1180,No,Yes,No,2,80,13,2,Uccle
2625,Installed,Good,1180,No,Yes,No,2,110,10,2,Uccle
1680,Installed,Renovated,1200,No,Yes,Unknown,2,135,14,3,Woluwe-Saint-Lambert
1100,Semi equipped,Renovated,1140,No,Yes,Unknown,1,80,12,2,Evere
1650,Not installed,Good,1210,No,Yes,Yes,2,95,10,2,Saint-Josse-ten-Noode
710,Installed,Good,1070,No,Yes,No,1,55,10,1,Anderlecht
2500,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,139,10,3,Uccle
2700,Hyper equipped,Renovated,1150,No,Yes,No,3,263,16,4,Woluwe-St-Pierre
670,Installed,Good,1160,No,Yes,Unknown,1,111,9,1,Auderghem
1180,Hyper equipped,Renovated,1070,No,Yes,No,1,88,14,2,Anderlecht
845,Installed,Renovated,1150,No,Yes,Unknown,1,54,15,1,Woluwe-St-Pierre
3200,Hyper equipped,Good,1050,No,Yes,Yes,3,180,10,2,Ixelles
1095,Semi equipped,Good,1180,No,Yes,No,1,64,14,1,Uccle
2500,Hyper equipped,Renovated,1050,No,Yes,No,2,125,10,2,Ixelles
1750,Hyper equipped,Good,1050,No,Yes,No,2,110,15,2,Ixelles
1900,Hyper equipped,Renovated,1050,No,Yes,No,1,125,10,2,Ixelles
870,Installed,Good,1180,No,Yes,Unknown,1,45,10,1,Uccle
765,Installed,Good,1050,No,Yes,No,1,54,18,1,Ixelles
3500,Hyper equipped,Good,1000,No,Yes,No,4,240,21,3,Brussels City
6500,Hyper equipped,Good,1180,No,Yes,No,3,250,10,4,Uccle
1650,Hyper equipped,Good,1190,No,Yes,Yes,2,163,21,3,Forest
3300,Hyper equipped,Renovated,1000,No,Yes,No,2,128,16,2,Brussels City
2600,Hyper equipped,Renovated,1000,No,Yes,No,3,128,12,3,Brussels City
1800,Installed,Good,1200,No,Yes,Unknown,2,155,21,3,Woluwe-Saint-Lambert
1700,Hyper equipped,Renovated,1000,No,Yes,Yes,1,68,10,1,Brussels City
2400,Hyper equipped,Renovated,1000,No,Yes,Yes,3,129,10,2,Brussels City
1700,Not installed,Renovated,1000,No,Yes,Yes,1,68,10,1,Brussels City
2150,Hyper equipped,Renovated,1000,No,Yes,Yes,1,115,10,1,Brussels City
2650,Hyper equipped,Renovated,1200,No,Yes,No,2,200,17,4,Woluwe-Saint-Lambert
3000,Hyper equipped,Good,1050,No,Yes,Yes,1,115,12,2,Ixelles
886,Hyper equipped,Renovated,1190,No,Yes,No,1,55,13,1,Forest
1530,Installed,Good,1050,No,No,Unknown,1,101,15,2,Ixelles
1725,Semi equipped,Renovated,1180,No,Yes,No,2,112,14,3,Uccle
1550,Hyper equipped,Good,1050,No,No,Unknown,1,105,16,2,Ixelles
2550,Hyper equipped,Renovated,1050,No,Yes,No,2,170,18,2,Ixelles
1020,Installed,Renovated,1080,No,Yes,No,1,90,18,1,Molenbeek-Saint-Jean
1895,Installed,Good,1160,No,Yes,Unknown,2,150,17,4,Auderghem
850,Semi equipped,Renovated,1190,No,Yes,Unknown,1,90,10,1,Forest
2650,Not installed,Good,1200,No,Yes,Unknown,3,210,14,4,Woluwe-Saint-Lambert
1260,Installed,Good,1080,No,Yes,No,2,130,10,2,Molenbeek-Saint-Jean
1425,Hyper equipped,Renovated,1040,No,Yes,Yes,1,73,12,1,Etterbeek
1540,Hyper equipped,Renovated,1040,No,Yes,No,1,116,10,1,Etterbeek
1850,Hyper equipped,Renovated,1050,No,Yes,No,2,135,16,3,Ixelles
1130,Hyper equipped,Renovated,1180,No,Yes,No,1,71,14,1,Uccle
1800,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,150,16,4,Uccle
1400,Hyper equipped,Renovated,1050,No,Yes,No,1,69,14,1,Ixelles
1950,Not installed,Renovated,1150,No,Yes,No,2,151,14,3,Woluwe-St-Pierre
1450,Not installed,Good,1000,No,Yes,Unknown,1,122,10,2,Brussels City
2380,Hyper equipped,Renovated,1180,No,Yes,No,2,160,10,3,Uccle
1350,Hyper equipped,Good,1190,No,Yes,No,1,92,14,2,Forest
930,Not installed,Good,1170,No,No,Unknown,0,128,10,1,Watermael-Boitsfort
1285,Hyper equipped,Renovated,1040,No,Yes,Unknown,1,80,11,1,Etterbeek
750,Installed,Good,1050,No,Yes,No,1,35,10,1,Ixelles
880,Installed,Good,1070,No,Yes,No,1,67,15,1,Anderlecht
1775,Hyper equipped,Renovated,1050,No,Yes,Unknown,2,130,21,3,Ixelles
1200,Installed,Good,1040,No,Yes,Yes,1,60,12,1,Etterbeek
570,Installed,Renovated,1180,No,Yes,Unknown,1,50,13,1,Uccle
4400,Hyper equipped,Good,1050,No,Yes,No,4,220,10,3,Ixelles
910,Installed,Renovated,1180,No,Yes,Unknown,1,75,15,1,Uccle
3350,Hyper equipped,Renovated,1150,No,Yes,No,3,139,16,2,Woluwe-St-Pierre
1345,Hyper equipped,Renovated,1200,No,Yes,No,2,106,12,2,Woluwe-Saint-Lambert
2500,Hyper equipped,Renovated,1200,No,Yes,No,2,91,14,2,Woluwe-Saint-Lambert
1550,Installed,Good,1030,No,No,No,0,102,10,2,Schaerbeek
1500,Installed,Good,1180,No,Yes,Unknown,2,100,18,2,Uccle
1700,Not installed,Renovated,1200,No,Yes,No,1,128,10,3,Woluwe-Saint-Lambert
2200,Hyper equipped,Good,1030,No,Yes,No,2,160,10,5,Schaerbeek
1325,Hyper equipped,Good,1000,No,Yes,No,1,100,16,2,Brussels City
1800,Hyper equipped,Renovated,1180,No,Yes,No,2,128,22,2,Uccle
1450,Installed,Renovated,1200,No,Yes,No,2,101,11,3,Woluwe-Saint-Lambert
1450,Hyper equipped,Renovated,1180,No,No,Unknown,1,102,10,2,Uccle
1020,Installed,Renovated,1030,No,Yes,No,1,65,10,1,Schaerbeek
730,Not installed,Renovated,1030,No,Yes,Unknown,2,180,9,5,Schaerbeek
1050,Not installed,Good,1080,No,No,Unknown,1,97,31,1,Molenbeek-Saint-Jean
940,Not installed,Good,1150,No,No,Unknown,1,48,10,1,Woluwe-St-Pierre
1195,Hyper equipped,Good,1180,No,Yes,Unknown,1,128,10,1,Uccle
1220,Installed,Good,1170,No,Yes,Unknown,1,117,10,2,Watermael-Boitsfort
960,Hyper equipped,Good,1030,No,Yes,No,1,77,10,1,Schaerbeek
950,Not installed,Good,1180,No,Yes,No,1,47,10,1,Uccle
2800,Hyper equipped,Renovated,1180,No,Yes,No,2,210,19,3,Uccle
1575,Hyper equipped,Renovated,1050,No,Yes,Yes,2,97,15,2,Ixelles
755,Installed,Good,1030,No,No,No,1,47,11,1,Schaerbeek
1000,Installed,Good,1030,No,No,No,0,65,10,1,Schaerbeek
1000,Installed,Good,1030,No,No,No,0,65,10,1,Schaerbeek
1550,Hyper equipped,Renovated,1050,No,Yes,No,2,155,17,2,Ixelles
800,Not installed,Renovated,1180,No,Yes,No,1,56,13,1,Uccle
2600,Hyper equipped,Renovated,1180,No,Yes,Yes,3,132,20,2,Uccle
2030,Hyper equipped,Renovated,1150,No,Yes,No,3,134,16,3,Woluwe-St-Pierre
1360,Hyper equipped,Good,1150,No,Yes,No,1,100,15,2,Woluwe-St-Pierre
1250,Hyper equipped,Renovated,1080,No,Yes,No,1,90,11,2,Molenbeek-Saint-Jean
1080,Semi equipped,Good,1170,No,Yes,No,1,75,14,2,Watermael-Boitsfort
2850,Not installed,Renovated,1050,No,Yes,No,2,160,10,3,Ixelles
775,Semi equipped,Good,1000,No,No,Yes,1,36,10,1,Brussels City
1910,Hyper equipped,Renovated,1000,No,Yes,Unknown,2,102,17,2,Brussels City
1280,Semi equipped,Good,1050,No,No,Unknown,1,128,20,1,Ixelles
2150,Installed,Good,1050,No,No,No,1,172,19,3,Ixelles
700,Not installed,Renovated,1190,No,No,Yes,1,60,12,1,Forest
2158,Hyper equipped,Renovated,1150,No,Yes,No,3,177,17,3,Woluwe-St-Pierre
2950,Hyper equipped,Renovated,1050,No,Yes,No,2,118,12,3,Ixelles
830,Installed,Good,1050,No,Yes,No,1,54,10,1,Ixelles
2250,Hyper equipped,Renovated,1180,No,Yes,No,2,180,12,4,Uccle
1750,Hyper equipped,Good,1150,No,Yes,No,2,110,16,2,Woluwe-St-Pierre
1325,Hyper equipped,Renovated,1040,No,Yes,No,1,90,10,2,Etterbeek
1180,Not installed,Good,1050,No,Yes,Unknown,1,85,10,1,Ixelles
1220,Not installed,Renovated,1050,No,No,Unknown,1,80,10,1,Ixelles
1900,Hyper equipped,Good,1000,No,No,Yes,1,90,10,2,Brussels City
1315,Hyper equipped,Renovated,1000,No,Yes,No,1,90,10,2,Brussels City
1790,Hyper equipped,Renovated,1150,No,Yes,Unknown,2,124,15,3,Woluwe-St-Pierre
1600,Hyper equipped,Good,1180,No,Yes,No,1,110,14,2,Uccle
1050,Installed,Good,1160,No,No,Unknown,1,95,10,2,Auderghem
985,Installed,Good,1050,No,No,Unknown,1,86,10,1,Ixelles
930,Not installed,Good,1030,No,Yes,Unknown,1,75,18,1,Schaerbeek
800,Installed,Renovated,1090,No,Yes,Unknown,1,60,15,1,Jette
1040,Not installed,Good,1040,No,Yes,No,1,70,10,2,Etterbeek
1700,Hyper equipped,Good,1050,No,Yes,No,1,100,12,3,Ixelles
1300,Installed,Good,1030,No,Yes,No,1,84,12,2,Schaerbeek
850,Not installed,Good,1070,No,Yes,No,1,60,18,1,Anderlecht
1150,Not installed,Renovated,1150,No,Yes,Yes,1,60,12,1,Woluwe-St-Pierre
750,Not installed,Good,1030,No,No,Unknown,0,128,10,1,Schaerbeek
1400,Hyper equipped,Renovated,1080,No,Yes,No,1,95,10,2,Molenbeek-Saint-Jean
2400,Installed,Good,1180,No,Yes,No,2,110,10,2,Uccle
1205,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,124,10,1,Brussels City
1740,Hyper equipped,Good,1000,No,Yes,Unknown,2,135,10,3,Brussels City
1600,Installed,Good,1050,No,Yes,No,2,123,10,2,Ixelles
1600,Hyper equipped,Renovated,1080,No,Yes,Unknown,1,126,14,3,Molenbeek-Saint-Jean
1350,Not installed,Renovated,1200,No,Yes,Unknown,2,100,10,2,Woluwe-Saint-Lambert
1440,Hyper equipped,Renovated,1050,No,Yes,No,1,90,20,2,Ixelles
3050,Hyper equipped,Renovated,1050,No,Yes,No,2,166,30,3,Ixelles
2150,Hyper equipped,Good,1180,No,Yes,No,2,170,10,3,Uccle
1825,Not installed,Renovated,1000,No,Yes,No,2,165,10,2,Brussels City
1300,Hyper equipped,Good,1050,No,Yes,No,1,80,10,1,Ixelles
3550,Installed,Good,1050,No,No,Yes,3,180,10,2,Ixelles
3100,Not installed,Renovated,1180,No,Yes,No,3,180,18,3,Uccle
3500,Hyper equipped,Good,1150,No,Yes,No,3,250,17,5,Woluwe-St-Pierre
995,Hyper equipped,Renovated,1200,No,Yes,Yes,1,40,10,1,Woluwe-Saint-Lambert
1600,Hyper equipped,Good,1000,No,Yes,No,1,90,24,2,Brussels City
710,Installed,Good,1080,No,Yes,Unknown,1,55,20,1,Molenbeek-Saint-Jean
1450,Hyper equipped,Renovated,1090,No,Yes,Unknown,1,162,16,3,Jette
1295,Hyper equipped,Renovated,1200,No,Yes,No,1,88,15,2,Woluwe-Saint-Lambert
1195,Hyper equipped,Good,1140,No,Yes,No,1,74,10,2,Evere
1350,Semi equipped,Renovated,1190,No,Yes,Unknown,1,128,10,3,Forest
2550,Hyper equipped,Renovated,1180,No,Yes,No,2,116,13,3,Uccle
1350,Hyper equipped,Good,1000,No,Yes,No,2,145,13,2,Brussels City
1340,Installed,Good,1050,No,Yes,No,2,121,14,2,Ixelles
2300,Not installed,Good,1050,No,Yes,Unknown,2,180,10,3,Ixelles
1050,Hyper equipped,Renovated,1200,No,Yes,Yes,1,40,10,1,Woluwe-Saint-Lambert
2250,Hyper equipped,Good,1040,No,Yes,Yes,2,110,15,3,Etterbeek
900,Semi equipped,Renovated,1090,No,Yes,Unknown,1,128,10,1,Jette
700,Installed,Good,1180,No,No,Unknown,1,128,18,1,Uccle
1800,Not installed,Good,1200,No,Yes,Unknown,0,128,10,3,Woluwe-Saint-Lambert
1365,Hyper equipped,Renovated,1050,No,Yes,No,1,68,15,1,Ixelles
1915,Hyper equipped,Renovated,1050,No,Yes,No,2,99,15,3,Ixelles
1565,Hyper equipped,Renovated,1050,No,Yes,No,1,86,15,2,Ixelles
1415,Hyper equipped,Renovated,1050,No,Yes,No,1,76,16,2,Ixelles
2250,Hyper equipped,Renovated,1160,No,Yes,No,2,150,13,3,Auderghem
2601,Hyper equipped,Renovated,1140,No,Yes,No,3,300,25,5,Evere
6500,Not installed,Renovated,1180,No,Yes,No,4,230,10,4,Uccle
2000,Hyper equipped,Renovated,1200,No,Yes,No,3,132,17,3,Woluwe-Saint-Lambert
900,Semi equipped,Good,1180,No,Yes,Unknown,1,80,12,2,Uccle
1650,Installed,Good,1050,No,Yes,No,2,120,18,2,Ixelles
2750,Installed,Renovated,1050,No,Yes,Unknown,1,180,10,3,Ixelles
975,Installed,Renovated,1140,No,No,Unknown,2,128,15,1,Evere
1250,Hyper equipped,Renovated,1040,No,Yes,Unknown,1,90,16,2,Etterbeek
1325,Hyper equipped,Renovated,1180,No,Yes,No,2,75,16,2,Uccle
2200,Hyper equipped,Good,1180,No,No,Yes,2,160,20,1,Uccle
1400,Hyper equipped,Renovated,1000,No,Yes,Yes,1,65,10,1,Brussels City
1370,Hyper equipped,Good,1180,No,No,Yes,1,128,10,2,Uccle
2100,Hyper equipped,Renovated,1180,No,Yes,No,2,132,13,3,Uccle
2650,Hyper equipped,Renovated,1050,No,Yes,No,3,130,10,3,Ixelles
2500,Hyper equipped,Renovated,1180,No,Yes,Yes,2,160,50,2,Uccle
2425,Hyper equipped,Renovated,1050,No,Yes,No,3,125,25,3,Ixelles
1400,Hyper equipped,Renovated,1020,No,Yes,No,2,110,14,3,Laeken
1900,Hyper equipped,Renovated,1050,No,Yes,No,1,140,16,2,Ixelles
1650,Hyper equipped,Renovated,1000,No,Yes,No,1,168,14,2,Brussels City
1520,Hyper equipped,Renovated,1040,No,Yes,No,1,90,14,2,Etterbeek
900,Hyper equipped,Good,1180,No,Yes,Unknown,1,65,10,1,Uccle
1900,Hyper equipped,Good,1200,No,Yes,No,2,120,15,3,Woluwe-Saint-Lambert
1950,Installed,Renovated,1180,No,Yes,No,1,100,10,2,Uccle
2200,Hyper equipped,Renovated,1180,No,Yes,No,2,135,23,2,Uccle
1300,Hyper equipped,Renovated,1200,No,Yes,Yes,1,60,14,1,Woluwe-Saint-Lambert
1185,Installed,Renovated,1140,No,No,Unknown,2,128,15,2,Evere
1050,Semi equipped,Good,1000,No,Yes,Unknown,1,69,13,1,Brussels City
3000,Hyper equipped,Good,1180,No,Yes,Yes,2,140,23,2,Uccle
1515,Hyper equipped,Renovated,1160,No,Yes,No,2,113,14,2,Auderghem
1555,Hyper equipped,Renovated,1060,No,Yes,Yes,2,100,10,1,Saint-Gilles
1800,Hyper equipped,Renovated,1200,No,Yes,Yes,2,104,10,3,Woluwe-Saint-Lambert
2800,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,210,18,3,Uccle
1010,Installed,Good,1050,No,Yes,No,1,55,9,1,Ixelles
1250,Semi equipped,Renovated,1000,No,Yes,Unknown,1,100,10,2,Brussels City
1320,Not installed,Good,1180,No,No,Unknown,0,128,10,2,Uccle
3175,Installed,Good,1180,No,Yes,No,3,162,14,2,Uccle
3175,Installed,Good,1180,No,Yes,No,3,162,14,2,Uccle
2020,Hyper equipped,Renovated,1000,No,Yes,Yes,1,80,19,1,Brussels City
1550,Installed,Good,1050,No,No,No,1,100,10,2,Ixelles
1920,Hyper equipped,Good,1000,No,No,Unknown,2,145,15,2,Brussels City
930,Not installed,Renovated,1000,No,Yes,No,1,70,10,1,Brussels City
1180,Installed,Renovated,1140,No,Yes,Yes,0,128,10,1,Evere
1270,Not installed,Good,1170,No,Yes,Yes,1,85,13,2,Watermael-Boitsfort
1640,Installed,Good,1050,No,No,No,1,95,10,2,Ixelles
1975,Installed,Good,1050,No,No,No,2,135,10,2,Ixelles
1800,Installed,Good,1050,No,No,No,2,110,10,2,Ixelles
850,Installed,Good,1070,No,Yes,Unknown,1,100,14,2,Anderlecht
1100,Hyper equipped,Renovated,1050,No,Yes,Yes,1,40,10,1,Ixelles
3000,Hyper equipped,Renovated,1050,No,Yes,No,3,197,10,3,Ixelles
1725,Hyper equipped,Renovated,1000,No,Yes,Yes,2,70,20,1,Brussels City
1250,Hyper equipped,Renovated,1180,No,Yes,Unknown,1,70,14,1,Uccle
1475,Installed,Renovated,1200,No,Yes,Yes,1,90,16,2,Woluwe-Saint-Lambert
1150,Not installed,Good,1040,No,Yes,No,1,91,17,2,Etterbeek
3340,Hyper equipped,Good,1210,No,No,Unknown,2,179,40,2,Saint-Josse-ten-Noode
1700,Not installed,Renovated,1050,No,Yes,No,2,143,10,3,Ixelles
2000,Hyper equipped,Good,1180,No,Yes,No,1,132,7,3,Uccle
2500,Hyper equipped,Good,1180,No,Yes,No,2,176,15,2,Uccle
1650,Not installed,Renovated,1050,No,Yes,Yes,1,70,10,1,Ixelles
2750,Hyper equipped,Renovated,1180,No,Yes,Unknown,3,145,24,3,Uccle
1400,Hyper equipped,Renovated,1000,No,Yes,Yes,1,65,10,1,Brussels City
1816,Hyper equipped,Renovated,1050,No,Yes,Yes,1,107,16,2,Ixelles
2430,Hyper equipped,Good,1050,No,Yes,No,2,173,22,3,Ixelles
950,Installed,Good,1050,No,Yes,No,1,55,6,1,Ixelles
2125,Hyper equipped,Renovated,1060,No,Yes,No,3,135,16,2,Saint-Gilles
1800,Hyper equipped,Renovated,1060,No,Yes,No,2,92,20,2,Saint-Gilles
1450,Hyper equipped,Renovated,1050,No,Yes,No,1,107,12,2,Ixelles
1090,Installed,Renovated,1170,No,Yes,Yes,1,50,10,1,Watermael-Boitsfort
1750,Hyper equipped,Renovated,1200,No,Yes,No,2,156,15,3,Woluwe-Saint-Lambert
1280,Installed,Good,1000,No,Yes,No,1,67,10,1,Brussels City
900,Not installed,Good,1040,No,Yes,No,1,70,10,2,Etterbeek
1600,Hyper equipped,Renovated,1050,No,Yes,Unknown,1,180,10,2,Ixelles
1900,Not installed,Good,1190,No,Yes,Unknown,2,128,10,3,Forest
1720,Hyper equipped,Renovated,1030,No,Yes,Yes,2,85,15,2,Schaerbeek
2940,Hyper equipped,Good,1040,No,Yes,No,3,275,16,5,Etterbeek
1340,Not installed,Good,1000,No,No,No,1,115,10,1,Brussels City
1900,Hyper equipped,Renovated,1050,No,Yes,No,1,140,16,2,Ixelles
1350,Hyper equipped,Renovated,1200,No,Yes,No,2,94,15,3,Woluwe-Saint-Lambert
1020,Hyper equipped,Renovated,1070,No,Yes,Unknown,1,62,12,1,Anderlecht
1350,Semi equipped,Good,1170,No,Yes,No,2,125,17,3,Watermael-Boitsfort
1600,Hyper equipped,Good,1050,No,No,Unknown,1,128,10,2,Ixelles
1450,Not installed,Renovated,1040,No,No,Yes,2,110,20,2,Etterbeek
1000,Semi equipped,Renovated,1030,No,Yes,Unknown,1,95,14,2,Schaerbeek
1150,Installed,Renovated,1020,No,Yes,Unknown,1,85,10,2,Laeken
905,Not installed,Renovated,1020,No,Yes,Unknown,1,40,10,1,Laeken
950,Not installed,Good,1170,No,No,Yes,1,50,10,1,Watermael-Boitsfort
1495,Not installed,Renovated,1150,No,Yes,No,0,140,10,3,Woluwe-St-Pierre
1330,Not installed,Good,1200,No,Yes,Yes,1,91,15,2,Woluwe-Saint-Lambert
1725,Not installed,Good,1050,No,Yes,No,2,105,17,3,Ixelles
1780,Not installed,Renovated,1180,No,Yes,No,2,142,10,2,Uccle
2540,Installed,Renovated,1000,No,Yes,No,3,234,18,4,Brussels City
1410,Hyper equipped,Renovated,1070,No,Yes,No,1,104,14,2,Anderlecht
1910,Hyper equipped,Renovated,1200,No,Yes,Unknown,2,164,28,3,Woluwe-Saint-Lambert
2420,Hyper equipped,Renovated,1050,No,Yes,Yes,2,119,14,2,Ixelles
1800,Installed,Good,1200,No,Yes,Yes,2,104,10,3,Woluwe-Saint-Lambert
925,Installed,Good,1070,No,Yes,No,1,70,13,2,Anderlecht
1700,Hyper equipped,Renovated,1180,No,Yes,No,3,135,20,3,Uccle
1400,Hyper equipped,Good,1190,No,Yes,Unknown,1,100,15,2,Forest
1405,Installed,Renovated,1050,No,Yes,Yes,2,95,10,1,Ixelles
950,Hyper equipped,Good,1140,No,Yes,No,1,40,10,1,Evere
1540,Hyper equipped,Renovated,1180,No,Yes,No,2,81,14,2,Uccle
2000,Hyper equipped,Renovated,1050,No,Yes,Yes,2,113,10,2,Ixelles
1100,Installed,Renovated,1050,No,Yes,Unknown,1,45,10,1,Ixelles
795,Hyper equipped,Renovated,1200,No,Yes,No,1,45,10,1,Woluwe-Saint-Lambert
1350,Not installed,Good,1190,No,No,Unknown,2,100,10,2,Forest
1400,Installed,Good,1000,No,Yes,No,1,104,22,1,Brussels City
1700,Installed,Good,1050,No,Yes,No,1,97,18,3,Ixelles
1415,Hyper equipped,Renovated,1000,No,Yes,No,1,90,10,2,Brussels City
1415,Hyper equipped,Renovated,1000,No,Yes,No,1,84,10,2,Brussels City
1100,Hyper equipped,Good,1170,No,Yes,No,1,61,16,1,Watermael-Boitsfort
1100,Hyper equipped,Good,1000,No,Yes,No,1,61,16,1,Brussels City
2100,Hyper equipped,Renovated,1200,No,Yes,No,2,101,15,2,Woluwe-Saint-Lambert
1750,Hyper equipped,Renovated,1180,No,Yes,Yes,1,70,14,2,Uccle
1600,Hyper equipped,Renovated,1160,No,Yes,No,2,115,14,2,Auderghem
2075,Hyper equipped,Renovated,1050,No,Yes,No,2,100,17,2,Ixelles
1600,Hyper equipped,Renovated,1180,No,No,Unknown,1,128,19,2,Uccle
1650,Not installed,Good,1000,No,Yes,No,1,95,15,3,Brussels City
845,Hyper equipped,Renovated,1030,No,Yes,Unknown,1,104,15,1,Schaerbeek
2850,Installed,Good,1050,No,Yes,Yes,1,155,10,3,Ixelles
1800,Installed,Good,1050,No,Yes,Yes,1,130,10,3,Ixelles
2550,Hyper equipped,Good,1050,No,Yes,Unknown,2,213,10,2,Ixelles
3870,Hyper equipped,Renovated,1060,No,Yes,No,3,161,15,3,Saint-Gilles
1325,Hyper equipped,Renovated,1180,No,Yes,No,2,75,16,1,Uccle
1195,Installed,Good,1040,No,Yes,No,2,88,10,1,Etterbeek
1374,Hyper equipped,Renovated,1081,No,Yes,Yes,0,128,10,2,Koekelberg
6000,Hyper equipped,Renovated,1050,No,Yes,No,3,235,22,3,Ixelles
1700,Hyper equipped,Renovated,1180,No,Yes,No,2,110,18,2,Uccle
1250,Hyper equipped,Renovated,1060,No,Yes,Yes,1,70,11,1,Saint-Gilles
2500,Hyper equipped,Renovated,1200,No,Yes,No,1,100,14,2,Woluwe-Saint-Lambert
3000,Hyper equipped,Renovated,1050,No,Yes,No,3,197,25,3,Ixelles
1140,Hyper equipped,Renovated,1160,No,Yes,No,1,69,16,1,Auderghem
1400,Hyper equipped,Renovated,1180,No,Yes,Yes,1,69,10,1,Uccle
955,Not installed,Renovated,1000,No,Yes,Unknown,1,60,9,1,Brussels City
1600,Installed,Good,1050,No,No,Unknown,1,110,10,2,Ixelles
2220,Installed,Renovated,1050,No,Yes,No,2,113,10,3,Ixelles
2000,Hyper equipped,Good,1180,No,No,No,1,140,10,3,Uccle
1245,Hyper equipped,Renovated,1200,No,Yes,No,2,75,14,1,Woluwe-Saint-Lambert
1100,Hyper equipped,Renovated,1050,No,Yes,No,1,80,16,1,Ixelles
1500,Semi equipped,Good,1040,No,No,Unknown,1,128,15,2,Etterbeek
1785,Not installed,Good,1050,No,No,Unknown,2,129,33,2,Ixelles
2005,Not installed,Renovated,1180,No,Yes,No,1,70,15,1,Uccle
1550,Semi equipped,Renovated,1050,No,Yes,No,1,124,17,2,Ixelles
1950,Hyper equipped,Renovated,1050,No,Yes,No,2,103,17,2,Ixelles
2750,Hyper equipped,Renovated,1050,No,Yes,No,2,226,21,3,Ixelles
1555,Hyper equipped,Renovated,1060,No,Yes,Yes,2,100,10,1,Saint-Gilles
2800,Hyper equipped,Renovated,1160,No,Yes,Yes,3,180,18,2,Auderghem
1695,Hyper equipped,Renovated,1180,No,Yes,No,1,130,16,3,Uccle
1750,Hyper equipped,Renovated,1180,No,Yes,Yes,1,70,14,2,Uccle
2000,Hyper equipped,Good,1180,No,Yes,No,2,175,10,4,Uccle
2100,Hyper equipped,Good,1180,No,Yes,No,2,150,14,3,Uccle
1650,Hyper equipped,Renovated,1000,No,Yes,No,2,168,13,2,Brussels City
950,Installed,Good,1180,No,Yes,No,1,52,10,1,Uccle
2220,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,130,15,2,Uccle
1600,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,105,10,2,Uccle
1500,Installed,Renovated,1060,No,Yes,Yes,1,120,23,2,Saint-Gilles
1450,Hyper equipped,Renovated,1000,No,Yes,No,2,96,14,2,Brussels City
1430,Installed,Good,1060,No,Yes,Unknown,2,128,14,2,Saint-Gilles
1250,Semi equipped,Renovated,1000,No,Yes,Unknown,1,100,10,2,Brussels City
1025,Hyper equipped,Renovated,1082,No,Yes,No,1,84,14,1,Berchem-Sainte-Agathe
1380,Hyper equipped,Renovated,1150,No,Yes,No,1,100,14,2,Woluwe-St-Pierre
1020,Installed,Good,1000,No,No,Unknown,1,72,10,1,Brussels City
1350,Not installed,Good,1180,No,No,Unknown,1,128,15,2,Uccle
1325,Installed,Renovated,1150,No,Yes,No,2,113,16,2,Woluwe-St-Pierre
1400,Hyper equipped,Renovated,1050,No,Yes,Yes,1,60,11,1,Ixelles
2250,Hyper equipped,Renovated,1040,No,Yes,No,2,134,10,2,Etterbeek
4900,Hyper equipped,Renovated,1050,No,Yes,No,4,200,30,3,Ixelles
4200,Hyper equipped,Renovated,1050,No,Yes,Yes,2,220,14,3,Ixelles
1700,Not installed,Good,1000,No,No,Yes,2,80,10,1,Brussels City
1480,Hyper equipped,Renovated,1050,No,Yes,No,1,100,10,2,Ixelles
2050,Hyper equipped,Renovated,1050,No,Yes,No,1,100,15,1,Ixelles
1685,Hyper equipped,Renovated,1160,No,Yes,Yes,2,86,12,2,Auderghem
1900,Hyper equipped,Renovated,1050,No,Yes,No,2,125,15,2,Ixelles
1550,Hyper equipped,Renovated,1200,No,Yes,No,1,100,14,3,Woluwe-Saint-Lambert
1295,Installed,Renovated,1200,No,Yes,No,1,88,10,2,Woluwe-Saint-Lambert
1250,Hyper equipped,Good,1000,No,Yes,No,1,80,15,1,Brussels City
925,Not installed,Good,1030,No,No,No,1,72,10,1,Schaerbeek
1350,Installed,Renovated,1170,No,Yes,Unknown,1,77,13,2,Watermael-Boitsfort
1650,Not installed,Good,1000,No,Yes,Unknown,1,95,17,2,Brussels City
2150,Hyper equipped,Renovated,1050,No,Yes,No,2,140,10,3,Ixelles
1050,Hyper equipped,Good,1030,No,Yes,No,1,75,15,1,Schaerbeek
1200,Installed,Renovated,1200,No,Yes,No,2,100,10,1,Woluwe-Saint-Lambert
1420,Not installed,Renovated,1000,No,No,Unknown,1,92,10,2,Brussels City
1200,Not installed,Good,1000,No,Yes,No,1,130,11,3,Brussels City
1200,Hyper equipped,Good,1020,No,Yes,No,1,104,10,2,Laeken
1195,Installed,Renovated,1000,No,Yes,No,1,68,13,1,Brussels City
1300,Not installed,Good,1050,No,No,Unknown,2,205,10,2,Ixelles
1600,Installed,Good,1180,No,No,Unknown,1,150,23,3,Uccle
