target,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms,Municipality
1850,Hyper equipped,Renovated,1000,No,Yes,Yes,1,65,10,1,Brussels City
2275,Hyper equipped,Renovated,1000,No,Yes,No,1,112,10,2,Brussels City
1150,Hyper equipped,Good,1200,No,Yes,Yes,1,65,8,1,Woluwe-Saint-Lambert
1700,Hyper equipped,Renovated,1180,No,Yes,No,2,115,19,2,Uccle
1225,Hyper equipped,Renovated,1040,No,Yes,No,1,50,10,1,Etterbeek
2035,Hyper equipped,Renovated,1050,No,Yes,No,2,135,16,3,Ixelles
730,Not installed,Good,1210,No,Yes,Unknown,2,128,10,1,Saint-Josse-ten-Noode
3290,Not installed,Renovated,1050,No,Yes,No,4,220,22,4,Ixelles
1550,Hyper equipped,Renovated,1180,No,Yes,No,2,110,10,2,Uccle
775,Semi equipped,Renovated,1050,No,Yes,No,1,50,15,1,Ixelles
1250,Hyper equipped,Renovated,1200,No,Yes,No,1,73,12,2,Woluwe-Saint-Lambert
1150,Hyper equipped,Renovated,1000,No,Yes,No,2,72,22,1,Brussels City
1690,Hyper equipped,Renovated,1000,No,Yes,No,1,100,13,2,Brussels City
1450,Hyper equipped,Good,1050,No,Yes,No,1,108,15,2,Ixelles
2800,Hyper equipped,Good,1050,No,Yes,No,2,110,13,3,Ixelles
1450,Hyper equipped,Renovated,1020,No,Yes,Yes,2,119,11,2,Laeken
990,Semi equipped,Good,1200,No,Yes,Unknown,1,116,15,1,Woluwe-Saint-Lambert
1650,Hyper equipped,Renovated,1050,No,No,Unknown,1,102,12,2,Ixelles
1400,Hyper equipped,Renovated,1050,No,Yes,Yes,1,60,11,1,Ixelles
1500,Hyper equipped,Good,1180,No,Yes,No,2,105,15,2,Uccle
965,Hyper equipped,Renovated,1070,No,Yes,No,1,75,10,1,Anderlecht
1720,Hyper equipped,Renovated,1000,No,Yes,No,1,130,17,2,Brussels City
1195,Hyper equipped,Good,1060,No,No,Unknown,1,90,14,1,Saint-Gilles
1700,Hyper equipped,Renovated,1200,No,No,Unknown,1,130,25,2,Woluwe-Saint-Lambert
1300,Not installed,Good,1210,No,Yes,No,1,165,10,2,Saint-Josse-ten-Noode
1100,Installed,Good,1050,No,No,No,1,70,10,1,Ixelles
2200,Not installed,Renovated,1180,No,Yes,Unknown,2,140,16,3,Uccle
2125,Hyper equipped,Good,1180,No,No,Yes,1,89,10,2,Uccle
3950,Hyper equipped,Renovated,1050,No,Yes,No,3,260,28,5,Ixelles
1500,Installed,Good,1081,No,Yes,Unknown,1,134,10,4,Koekelberg
1450,Hyper equipped,Renovated,1000,No,Yes,No,1,85,15,2,Brussels City
1005,Not installed,Good,1080,No,Yes,No,1,79,12,2,Molenbeek-Saint-Jean
1300,Not installed,Renovated,1070,No,No,Unknown,1,128,12,3,Anderlecht
1380,Installed,Renovated,1200,No,No,Unknown,1,85,10,2,Woluwe-Saint-Lambert
985,Installed,Good,1070,No,No,No,1,103,10,2,Anderlecht
1800,Hyper equipped,Good,1020,No,Yes,No,2,165,14,3,Laeken
1380,Hyper equipped,Renovated,1050,No,Yes,Yes,1,36,10,1,Ixelles
1950,Hyper equipped,Renovated,1050,No,Yes,Yes,1,52,18,1,Ixelles
1900,Hyper equipped,Renovated,1050,No,Yes,Yes,1,62,15,1,Ixelles
2750,Hyper equipped,Renovated,1050,No,Yes,Yes,2,102,25,2,Ixelles
2450,Hyper equipped,Renovated,1050,No,Yes,Yes,2,79,18,1,Ixelles
2500,Hyper equipped,Renovated,1060,No,No,Yes,1,110,10,3,Saint-Gilles
1350,Installed,Good,1180,No,No,Yes,1,100,10,2,Uccle
4850,Not installed,Good,1050,No,Yes,No,2,240,10,3,Ixelles
1650,Hyper equipped,Renovated,1000,No,Yes,No,1,100,14,2,Brussels City
1375,Installed,Renovated,1000,No,Yes,No,1,98,17,2,Brussels City
1360,Hyper equipped,Renovated,1030,No,Yes,No,2,100,14,2,Schaerbeek
1090,Installed,Renovated,1040,No,Yes,Yes,1,128,65,1,Etterbeek
1950,Hyper equipped,Renovated,1200,No,Yes,No,1,150,10,3,Woluwe-Saint-Lambert
1300,Hyper equipped,Good,1140,No,Yes,No,1,85,9,2,Evere
2450,Hyper equipped,Renovated,1000,No,Yes,Yes,2,102,10,2,Brussels City
1650,Hyper equipped,Renovated,1050,No,Yes,No,1,84,11,2,Ixelles
1550,Installed,Good,1150,No,No,No,1,140,10,3,Woluwe-St-Pierre
2250,Not installed,Good,1050,No,Yes,Unknown,2,133,20,2,Ixelles
3050,Installed,Renovated,1160,No,Yes,No,2,151,10,3,Auderghem
1200,Installed,Good,1160,No,Yes,No,1,72,15,1,Auderghem
2250,Hyper equipped,Renovated,1050,No,Yes,No,2,133,24,2,Ixelles
1300,Installed,Renovated,1090,No,Yes,No,1,96,14,2,Jette
975,Hyper equipped,Good,1040,No,Yes,No,1,66,10,1,Etterbeek
3650,Not installed,Renovated,1050,No,Yes,Unknown,3,200,10,3,Ixelles
2950,Semi equipped,Renovated,1050,No,Yes,No,2,118,23,3,Ixelles
2880,Hyper equipped,Renovated,1150,No,Yes,No,3,256,26,4,Woluwe-St-Pierre
1550,Installed,Good,1000,No,Yes,Yes,2,102,10,3,Brussels City
970,Semi equipped,Good,1040,No,Yes,No,1,65,10,2,Etterbeek
1235,Hyper equipped,Good,1030,No,Yes,Unknown,2,141,10,2,Schaerbeek
1100,Hyper equipped,Good,1060,No,Yes,Yes,1,45,10,1,Saint-Gilles
1350,Not installed,Renovated,1040,No,Yes,Yes,1,40,10,1,Etterbeek
1375,Hyper equipped,Good,1040,No,Yes,Yes,1,75,10,1,Etterbeek
860,Hyper equipped,Good,1020,No,Yes,Yes,1,60,12,1,Laeken
1950,Hyper equipped,Good,1180,No,Yes,No,2,132,15,2,Uccle
2570,Hyper equipped,Renovated,1180,No,Yes,No,2,220,40,3,Uccle
2950,Not installed,Renovated,1160,No,Yes,Unknown,3,240,10,4,Auderghem
3630,Hyper equipped,Renovated,1050,No,Yes,No,3,180,15,2,Ixelles
3630,Hyper equipped,Renovated,1050,No,Yes,No,2,200,20,2,Ixelles
1625,Hyper equipped,Renovated,1160,No,Yes,No,2,110,14,2,Auderghem
1380,Hyper equipped,Renovated,1000,No,Yes,No,1,70,13,1,Brussels City
2175,Hyper equipped,Renovated,1180,No,Yes,Yes,1,100,10,2,Uccle
825,Hyper equipped,Good,1040,No,Yes,No,1,45,10,1,Etterbeek
1400,Hyper equipped,Good,1040,No,Yes,No,1,85,15,2,Etterbeek
1000,Not installed,Renovated,1000,No,Yes,No,1,85,16,2,Brussels City
1350,Hyper equipped,Good,1083,No,Yes,No,2,125,13,3,Ganshoren
1650,Hyper equipped,Renovated,1170,No,Yes,Unknown,2,120,16,3,Watermael-Boitsfort
1815,Installed,Renovated,1030,No,Yes,No,2,170,20,3,Schaerbeek
1130,Hyper equipped,Good,1000,No,Yes,Unknown,1,100,16,1,Brussels City
1850,Not installed,Good,1040,No,Yes,No,2,175,10,3,Etterbeek
1400,Hyper equipped,Renovated,1000,No,Yes,No,1,120,10,2,Brussels City
1499,Hyper equipped,Renovated,1050,No,Yes,Yes,1,128,15,1,Ixelles
1600,Not installed,Renovated,1000,No,Yes,No,2,100,20,2,Brussels City
1700,Hyper equipped,Good,1150,No,Yes,Yes,1,96,14,1,Woluwe-St-Pierre
2350,Not installed,Renovated,1050,No,Yes,No,1,130,22,2,Ixelles
3630,Not installed,Renovated,1050,No,Yes,No,2,200,25,2,Ixelles
3630,Not installed,Renovated,1050,No,Yes,No,2,180,19,2,Ixelles
3500,Hyper equipped,Renovated,1030,No,Yes,Unknown,4,250,16,4,Schaerbeek
1965,Hyper equipped,Good,1040,No,Yes,Unknown,2,136,30,2,Etterbeek
1650,Hyper equipped,Good,1000,No,Yes,Yes,1,130,20,2,Brussels City
2155,Hyper equipped,Renovated,1050,No,Yes,No,1,101,17,2,Ixelles
2300,Hyper equipped,Renovated,1050,No,Yes,Unknown,2,125,20,2,Ixelles
3110,Hyper equipped,Renovated,1000,No,Yes,No,2,165,31,3,Brussels City
1500,Installed,Good,1200,No,Yes,No,2,180,10,3,Woluwe-Saint-Lambert
4850,Hyper equipped,Renovated,1050,No,Yes,No,2,200,18,3,Ixelles
1800,Installed,Renovated,1050,No,Yes,Yes,1,60,12,1,Ixelles
901,Installed,Good,1180,No,Yes,No,1,40,16,1,Uccle
1400,Hyper equipped,Renovated,1050,No,Yes,No,1,106,10,2,Ixelles
1510,Installed,Renovated,1150,No,Yes,No,2,114,17,2,Woluwe-St-Pierre
2600,Hyper equipped,Renovated,1150,No,Yes,No,3,200,13,4,Woluwe-St-Pierre
1750,Installed,Good,1090,No,Yes,Unknown,1,134,21,2,Jette
1800,Hyper equipped,Good,1000,No,Yes,No,2,119,10,3,Brussels City
2510,Hyper equipped,Renovated,1000,No,Yes,No,3,150,10,2,Brussels City
1850,Hyper equipped,Renovated,1000,No,Yes,Yes,2,133,10,2,Brussels City
2220,Installed,Renovated,1000,No,Yes,No,2,113,10,3,Brussels City
1245,Installed,Renovated,1200,No,Yes,No,1,98,10,2,Woluwe-Saint-Lambert
1750,Hyper equipped,Good,1040,No,Yes,Yes,1,128,10,1,Etterbeek
1410,Installed,Good,1140,No,Yes,No,1,100,16,2,Evere
1185,Installed,Renovated,1200,No,Yes,Yes,1,70,15,1,Woluwe-Saint-Lambert
1850,Installed,Good,1000,No,Yes,No,1,155,17,2,Brussels City
1250,Not installed,Good,1050,No,Yes,Yes,1,128,10,1,Ixelles
2450,Installed,Renovated,1180,No,Yes,Unknown,2,210,19,4,Uccle
3000,Hyper equipped,Renovated,1050,No,Yes,Yes,2,140,28,2,Ixelles
3000,Hyper equipped,Renovated,1050,No,Yes,No,3,250,20,3,Ixelles
985,Not installed,Good,1160,No,Yes,No,1,72,12,2,Auderghem
2000,Hyper equipped,Renovated,1180,No,Yes,No,2,220,15,3,Uccle
2300,Hyper equipped,Good,1150,No,Yes,No,3,220,18,4,Woluwe-St-Pierre
850,Hyper equipped,Renovated,1150,No,Yes,No,1,40,10,1,Woluwe-St-Pierre
2685,Hyper equipped,Good,1150,No,Yes,No,3,198,12,4,Woluwe-St-Pierre
1700,Hyper equipped,Good,1050,No,Yes,Yes,1,85,14,1,Ixelles
870,Semi equipped,Good,1040,No,Yes,No,1,50,10,1,Etterbeek
3250,Installed,Renovated,1050,No,Yes,No,2,240,40,3,Ixelles
3000,Installed,Renovated,1050,No,Yes,No,2,240,40,3,Ixelles
1165,Hyper equipped,Good,1070,No,Yes,No,1,114,15,2,Anderlecht
1105,Hyper equipped,Good,1070,No,Yes,No,1,76,15,2,Anderlecht
2900,Installed,Good,1050,No,Yes,Yes,2,160,10,3,Ixelles
860,Installed,Good,1080,No,No,No,1,53,10,1,Molenbeek-Saint-Jean
1200,Installed,Renovated,1080,No,Yes,Unknown,1,107,17,2,Molenbeek-Saint-Jean
1060,Semi equipped,Good,1150,No,Yes,No,1,70,10,2,Woluwe-St-Pierre
1950,Hyper equipped,Good,1180,No,Yes,No,2,180,25,3,Uccle
1690,Hyper equipped,Good,1180,No,Yes,Unknown,2,145,9,4,Uccle
1450,Not installed,Renovated,1030,No,Yes,No,1,95,10,2,Schaerbeek
1280,Hyper equipped,Renovated,1200,No,Yes,No,1,110,10,1,Woluwe-Saint-Lambert
1280,Hyper equipped,Renovated,1200,No,Yes,No,1,110,10,1,Woluwe-Saint-Lambert
920,Installed,Good,1000,No,Yes,No,1,56,14,1,Brussels City
1929,Hyper equipped,Renovated,1180,No,Yes,No,2,130,10,3,Uccle
1015,Installed,Good,1140,No,Yes,No,1,65,14,1,Evere
2120,Hyper equipped,Renovated,1180,No,Yes,No,2,128,10,3,Uccle
1375,Installed,Good,1030,No,Yes,No,2,100,16,2,Schaerbeek
1650,Hyper equipped,Renovated,1180,No,Yes,No,2,94,14,2,Uccle
900,Not installed,Good,1050,No,No,Yes,1,43,10,1,Ixelles
1420,Installed,Renovated,1050,No,Yes,Yes,1,102,25,1,Ixelles
1450,Installed,Good,1050,No,Yes,No,1,90,10,2,Ixelles
1600,Not installed,Good,1050,No,Yes,Unknown,1,128,18,1,Ixelles
1350,Hyper equipped,Good,1180,No,Yes,No,2,85,10,2,Uccle
1320,Not installed,Good,1040,No,Yes,No,0,124,18,2,Etterbeek
720,Not installed,Good,1060,No,No,Yes,1,128,10,1,Saint-Gilles
1400,Hyper equipped,Renovated,1180,No,Yes,No,2,111,19,2,Uccle
1155,Installed,Renovated,1150,No,Yes,Unknown,1,70,12,2,Woluwe-St-Pierre
1430,Hyper equipped,Renovated,1200,No,Yes,No,1,98,18,1,Woluwe-Saint-Lambert
5550,Hyper equipped,Renovated,1050,No,Yes,No,3,270,16,3,Ixelles
1650,Hyper equipped,Renovated,1050,No,Yes,No,1,84,16,2,Ixelles
1250,Installed,Renovated,1050,No,Yes,Yes,1,80,20,1,Ixelles
1275,Installed,Renovated,1040,No,Yes,No,1,62,16,1,Etterbeek
1225,Hyper equipped,Renovated,1080,No,Yes,Unknown,1,85,18,2,Molenbeek-Saint-Jean
1750,Not installed,Good,1090,No,Yes,Yes,2,147,20,3,Jette
1670,Hyper equipped,Good,1000,No,Yes,Yes,1,95,10,2,Brussels City
1550,Installed,Good,1090,No,Yes,Unknown,2,100,18,3,Jette
3000,Hyper equipped,Renovated,1040,No,Yes,No,3,250,15,3,Etterbeek
2500,Hyper equipped,Renovated,1180,No,Yes,No,1,120,17,2,Uccle
1600,Not installed,Renovated,1060,No,Yes,Yes,2,120,16,2,Saint-Gilles
2000,Not installed,Renovated,1050,No,Yes,No,2,170,10,3,Ixelles
2100,Not installed,Good,1050,No,Yes,Yes,0,128,10,2,Ixelles
2685,Hyper equipped,Good,1000,No,Yes,Yes,1,128,10,2,Brussels City
1450,Hyper equipped,Renovated,1082,No,Yes,No,2,122,17,3,Berchem-Sainte-Agathe
1380,Installed,Renovated,1200,No,Yes,No,2,106,14,2,Woluwe-Saint-Lambert
1800,Hyper equipped,Renovated,1050,No,Yes,No,2,133,19,2,Ixelles
1300,Installed,Renovated,1050,No,Yes,No,1,38,10,1,Ixelles
2350,Hyper equipped,Renovated,1180,No,Yes,Yes,2,100,16,1,Uccle
1590,Hyper equipped,Renovated,1030,No,Yes,Unknown,1,107,9,3,Schaerbeek
1310,Installed,Renovated,1030,No,Yes,Unknown,1,108,10,2,Schaerbeek
2250,Hyper equipped,Good,1050,No,Yes,Yes,1,80,10,3,Ixelles
1750,Installed,Good,1050,No,Yes,Yes,2,85,10,2,Ixelles
1260,Installed,Good,1180,No,Yes,No,1,70,15,2,Uccle
1260,Installed,Good,1190,No,Yes,No,1,90,2,2,Forest
965,Hyper equipped,Renovated,1030,No,Yes,No,1,65,13,1,Schaerbeek
965,Hyper equipped,Renovated,1040,No,Yes,No,1,65,13,1,Etterbeek
2400,Not installed,Renovated,1050,No,Yes,No,1,153,17,2,Ixelles
1750,Hyper equipped,Good,1050,No,Yes,No,2,110,15,2,Ixelles
2150,Installed,Good,1050,No,No,Yes,2,110,17,3,Ixelles
1370,Hyper equipped,Renovated,1000,No,Yes,No,1,102,10,2,Brussels City
4450,Hyper equipped,Renovated,1050,No,Yes,Yes,3,210,26,3,Ixelles
1000,Installed,Good,1050,No,No,Yes,1,65,10,1,Ixelles
1225,Hyper equipped,Renovated,1200,No,Yes,Yes,2,75,14,1,Woluwe-Saint-Lambert
1350,Semi equipped,Good,1083,No,Yes,No,1,95,16,2,Ganshoren
1650,Hyper equipped,Good,1050,No,Yes,No,2,74,16,2,Ixelles
4150,Not installed,Renovated,1050,No,Yes,Yes,4,250,10,3,Ixelles
1385,Semi equipped,Good,1090,No,Yes,No,1,88,10,2,Jette
2700,Hyper equipped,Renovated,1170,No,Yes,No,2,213,16,4,Watermael-Boitsfort
960,Installed,Renovated,1060,No,Yes,Yes,1,60,60,1,Saint-Gilles
1730,Installed,Good,1060,No,Yes,No,1,107,10,2,Saint-Gilles
1750,Installed,Good,1000,No,Yes,Yes,1,60,12,1,Brussels City
1220,Hyper equipped,Renovated,1030,No,Yes,No,1,114,21,1,Schaerbeek
1550,Hyper equipped,Renovated,1030,No,Yes,No,2,123,16,2,Schaerbeek
1575,Hyper equipped,Renovated,1060,No,Yes,No,2,107,14,2,Saint-Gilles
1200,Not installed,Renovated,1140,No,No,Unknown,0,70,18,2,Evere
1379,Hyper equipped,Renovated,1140,No,Yes,No,1,89,15,2,Evere
1150,Not installed,Good,1030,No,Yes,No,1,87,18,1,Schaerbeek
1400,Installed,Good,1150,No,Yes,No,2,90,10,2,Woluwe-St-Pierre
1310,Installed,Good,1083,No,Yes,Unknown,1,85,10,2,Ganshoren
1250,Installed,Good,1050,No,Yes,No,2,91,17,3,Ixelles
1300,Installed,Good,1050,No,Yes,No,1,107,12,2,Ixelles
1750,Hyper equipped,Renovated,1050,No,Yes,No,2,103,22,2,Ixelles
1400,Semi equipped,Good,1000,No,Yes,No,1,92,15,2,Brussels City
1500,Installed,Good,1050,No,No,No,2,155,10,2,Ixelles
1170,Installed,Good,1080,No,Yes,No,1,119,14,2,Molenbeek-Saint-Jean
3775,Hyper equipped,Renovated,1050,No,Yes,Yes,3,150,17,2,Ixelles
1975,Hyper equipped,Renovated,1040,No,Yes,Unknown,2,121,10,2,Etterbeek
1400,Hyper equipped,Renovated,1050,No,Yes,No,1,65,25,1,Ixelles
1590,Hyper equipped,Good,1030,No,Yes,No,1,142,10,2,Schaerbeek
1400,Hyper equipped,Renovated,1050,No,Yes,No,1,65,25,1,Ixelles
1650,Not installed,Good,1050,No,Yes,Unknown,0,101,15,2,Ixelles
2375,Hyper equipped,Renovated,1050,No,Yes,No,3,155,24,3,Ixelles
2375,Hyper equipped,Renovated,1050,No,Yes,No,3,155,24,3,Ixelles
1710,Hyper equipped,Good,1050,No,Yes,Yes,1,88,17,2,Ixelles
1950,Hyper equipped,Renovated,1050,No,Yes,No,2,93,15,2,Ixelles
2650,Hyper equipped,Good,1180,No,Yes,No,3,137,14,3,Uccle
1770,Hyper equipped,Renovated,1180,No,Yes,No,2,118,16,3,Uccle
2100,Installed,Renovated,1050,No,Yes,Unknown,2,135,10,2,Ixelles
1030,Installed,Good,1030,No,Yes,No,1,52,15,1,Schaerbeek
3175,Hyper equipped,Good,1050,No,Yes,No,2,162,10,2,Ixelles
500,Semi equipped,Good,1190,No,Yes,Unknown,2,160,10,4,Forest
1115,Hyper equipped,Renovated,1000,No,Yes,No,1,65,10,1,Brussels City
2150,Hyper equipped,Renovated,1200,No,Yes,No,1,150,10,3,Woluwe-Saint-Lambert
1552,Hyper equipped,Good,1190,No,Yes,No,1,117,10,3,Forest
2100,Hyper equipped,Renovated,1000,No,Yes,No,2,146,10,2,Brussels City
1966,Hyper equipped,Renovated,1050,No,Yes,Yes,1,108,10,1,Ixelles
1250,Hyper equipped,Renovated,1050,No,Yes,Yes,1,68,13,1,Ixelles
2025,Hyper equipped,Renovated,1160,No,Yes,No,2,123,14,4,Auderghem
1400,Hyper equipped,Renovated,1160,No,Yes,No,2,110,14,2,Auderghem
1850,Hyper equipped,Renovated,1150,No,Yes,No,2,135,21,2,Woluwe-St-Pierre
1750,Hyper equipped,Renovated,1180,No,Yes,No,1,146,10,3,Uccle
4650,Hyper equipped,Renovated,1180,No,Yes,No,3,250,10,3,Uccle
1350,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,95,14,2,Brussels City
1125,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,65,10,1,Brussels City
1750,Installed,Good,1200,No,Yes,No,1,123,10,3,Woluwe-Saint-Lambert
1210,Installed,Good,1050,No,Yes,No,1,72,10,2,Ixelles
1500,Installed,Good,1050,No,No,No,2,155,10,2,Ixelles
2250,Hyper equipped,Good,1050,No,Yes,No,3,170,18,3,Ixelles
3900,Hyper equipped,Good,1050,No,Yes,No,4,285,15,5,Ixelles
1500,Installed,Good,1050,No,Yes,Yes,2,100,15,1,Ixelles
1650,Not installed,Renovated,1160,No,Yes,No,2,128,10,2,Auderghem
1475,Installed,Good,1140,No,Yes,Unknown,2,128,10,2,Evere
1005,Semi equipped,Renovated,1000,No,Yes,Yes,1,45,10,1,Brussels City
1350,Installed,Good,1180,No,Yes,No,1,65,10,1,Uccle
1050,Installed,Good,1030,No,No,Unknown,1,80,14,1,Schaerbeek
1915,Installed,Good,1180,No,No,No,2,160,10,2,Uccle
3175,Hyper equipped,Renovated,1050,No,Yes,No,3,162,15,2,Ixelles
1200,Installed,Good,1030,No,Yes,Unknown,1,114,14,2,Schaerbeek
1750,Hyper equipped,Good,1000,No,Yes,Unknown,1,110,16,3,Brussels City
1475,Hyper equipped,Renovated,1120,No,Yes,Unknown,2,140,21,3,Neder-over-Heembeek
1250,Hyper equipped,Renovated,1030,No,Yes,No,1,73,12,2,Schaerbeek
2200,Hyper equipped,Good,1050,No,Yes,No,1,130,16,3,Ixelles
1550,Hyper equipped,Good,1190,No,Yes,No,1,108,15,3,Forest
2300,Hyper equipped,Good,1180,No,Yes,Yes,1,149,10,3,Uccle
2400,Installed,Renovated,1180,No,Yes,No,2,125,18,4,Uccle
1400,Hyper equipped,Renovated,1050,No,Yes,No,2,118,14,2,Ixelles
1540,Hyper equipped,Good,1083,No,Yes,No,2,115,14,3,Ganshoren
3400,Installed,Good,1180,No,Yes,No,4,265,21,3,Uccle
1950,Not installed,Good,1050,No,Yes,No,2,117,10,3,Ixelles
1775,Hyper equipped,Renovated,1050,No,Yes,No,1,120,17,3,Ixelles
1775,Installed,Good,1180,No,No,No,1,120,17,3,Uccle
975,Semi equipped,Renovated,1150,No,Yes,Unknown,1,114,16,1,Woluwe-St-Pierre
925,Not installed,Good,1050,No,Yes,No,1,89,10,2,Ixelles
975,Installed,Renovated,1000,No,Yes,Yes,1,55,12,1,Brussels City
2570,Hyper equipped,Renovated,1000,No,Yes,No,2,135,18,3,Brussels City
8640,Not installed,Renovated,1050,No,Yes,No,3,256,30,3,Ixelles
1650,Hyper equipped,Renovated,1180,No,Yes,No,1,95,17,2,Uccle
4930,Hyper equipped,Renovated,1180,No,Yes,No,2,180,14,3,Uccle
4930,Hyper equipped,Renovated,1180,No,Yes,Yes,2,180,14,3,Uccle
1125,Not installed,Renovated,1000,No,Yes,No,1,60,10,1,Brussels City
1045,Not installed,Renovated,1000,No,Yes,No,1,55,10,1,Brussels City
1680,Hyper equipped,Renovated,1050,No,Yes,No,2,115,15,2,Ixelles
1700,Installed,Renovated,1050,No,Yes,No,2,99,10,2,Ixelles
1500,Installed,Renovated,1000,No,Yes,No,1,116,10,2,Brussels City
1210,Semi equipped,Renovated,1180,No,Yes,Unknown,1,128,16,2,Uccle
1280,Installed,Good,1150,No,Yes,No,1,90,10,3,Woluwe-St-Pierre
1450,Not installed,Renovated,1140,No,Yes,Unknown,2,84,10,2,Evere
2150,Hyper equipped,Renovated,1050,No,Yes,Yes,1,75,14,1,Ixelles
3400,Hyper equipped,Renovated,1050,No,Yes,No,5,300,23,4,Ixelles
1380,Hyper equipped,Renovated,1180,No,Yes,No,2,118,15,2,Uccle
2600,Hyper equipped,Renovated,1160,No,Yes,Yes,3,210,22,3,Auderghem
1600,Hyper equipped,Good,1160,No,Yes,No,2,100,15,3,Auderghem
1820,Hyper equipped,Good,1150,No,Yes,No,1,125,13,3,Woluwe-St-Pierre
2000,Hyper equipped,Renovated,1150,No,Yes,No,2,125,15,2,Woluwe-St-Pierre
2200,Not installed,Good,1180,No,Yes,No,1,164,10,3,Uccle
1750,Installed,Good,1200,No,Yes,No,2,123,10,3,Woluwe-Saint-Lambert
4200,Installed,Renovated,1050,No,Yes,No,3,280,18,4,Ixelles
2400,Installed,Renovated,1000,No,Yes,No,3,270,55,2,Brussels City
3450,Not installed,Renovated,1050,No,Yes,No,3,210,25,2,Ixelles
3300,Hyper equipped,Renovated,1170,No,Yes,No,3,160,10,3,Watermael-Boitsfort
1525,Hyper equipped,Renovated,1050,No,Yes,No,2,120,16,2,Ixelles
1900,Installed,Good,1180,No,Yes,No,1,120,16,3,Uccle
1500,Hyper equipped,Renovated,1050,No,Yes,No,1,96,18,2,Ixelles
1500,Hyper equipped,Renovated,1050,No,Yes,No,1,95,18,2,Ixelles
800,Installed,Good,1070,No,Yes,No,1,62,14,1,Anderlecht
1850,Hyper equipped,Renovated,1160,No,Yes,Yes,1,95,14,2,Auderghem
2950,Hyper equipped,Renovated,1050,No,Yes,Yes,2,150,17,2,Ixelles
1200,Not installed,Good,1000,No,Yes,No,1,65,10,1,Brussels City
1080,Semi equipped,Good,1180,No,Yes,Unknown,1,80,15,2,Uccle
2570,Hyper equipped,Renovated,1050,No,Yes,No,2,135,10,3,Ixelles
2100,Hyper equipped,Renovated,1050,No,Yes,No,3,150,10,3,Ixelles
1160,Hyper equipped,Good,1030,No,Yes,No,1,80,10,2,Schaerbeek
1400,Hyper equipped,Renovated,1050,No,Yes,Yes,1,48,10,1,Ixelles
2135,Not installed,Renovated,1060,No,Yes,No,3,144,24,2,Saint-Gilles
1500,Not installed,Good,1040,No,Yes,No,1,117,10,2,Etterbeek
4100,Hyper equipped,Renovated,1000,No,Yes,No,4,222,23,3,Brussels City
1380,Installed,Good,1000,No,No,Unknown,1,85,10,2,Brussels City
1400,Not installed,Good,1030,No,Yes,Yes,1,85,14,2,Schaerbeek
4100,Hyper equipped,Renovated,1050,No,Yes,No,4,230,23,3,Ixelles
1800,Hyper equipped,Good,1180,No,Yes,No,2,145,16,3,Uccle
1900,Hyper equipped,Renovated,1050,No,Yes,No,2,96,14,2,Ixelles
2800,Installed,Renovated,1040,No,Yes,No,3,145,10,3,Etterbeek
1945,Hyper equipped,Good,1150,No,Yes,No,2,120,16,3,Woluwe-St-Pierre
2400,Hyper equipped,Renovated,1180,No,Yes,No,2,190,10,4,Uccle
850,Installed,Good,1030,No,No,Unknown,1,128,10,1,Schaerbeek
2200,Hyper equipped,Good,1050,No,Yes,No,2,150,12,4,Ixelles
2700,Hyper equipped,Renovated,1050,No,Yes,No,3,285,25,3,Ixelles
1750,Hyper equipped,Good,1150,No,Yes,Yes,2,110,16,2,Woluwe-St-Pierre
1100,Installed,Good,1040,No,Yes,No,1,80,10,1,Etterbeek
1700,Hyper equipped,Good,1200,No,Yes,No,2,125,10,2,Woluwe-Saint-Lambert
1260,Hyper equipped,Renovated,1000,No,Yes,No,1,74,19,1,Brussels City
3050,Hyper equipped,Renovated,1050,No,Yes,Unknown,3,116,16,2,Ixelles
3000,Installed,Renovated,1180,No,Yes,Yes,2,136,20,2,Uccle
4650,Hyper equipped,Renovated,1180,No,Yes,No,4,290,10,4,Uccle
2900,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,200,25,3,Uccle
1135,Semi equipped,Good,1000,No,Yes,No,1,90,10,1,Brussels City
740,Hyper equipped,Renovated,1000,No,Yes,No,1,55,10,1,Brussels City
815,Installed,Good,1000,No,Yes,No,0,74,10,1,Brussels City
1600,Not installed,Good,1050,No,Yes,No,2,110,10,3,Ixelles
1500,Not installed,Renovated,1180,No,Yes,No,2,135,10,2,Uccle
850,Not installed,Good,1050,No,Yes,Yes,1,128,10,1,Ixelles
1700,Hyper equipped,Good,1180,No,Yes,No,2,90,15,2,Uccle
1390,Hyper equipped,Good,1050,No,Yes,Yes,1,70,10,2,Ixelles
1100,Installed,Good,1050,No,Yes,Yes,1,50,10,1,Ixelles
3380,Installed,Renovated,1000,No,Yes,No,6,270,22,4,Brussels City
2100,Not installed,Good,1050,No,Yes,Yes,1,85,10,2,Ixelles
2000,Hyper equipped,Renovated,1050,No,Yes,No,1,85,18,1,Ixelles
875,Hyper equipped,Renovated,1190,No,Yes,No,1,51,10,1,Forest
